COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN _DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,HABITAT,COLL_EVENT_REMARKS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,COLLECTOR_AGENT_3,COLLECTOR_ROLE_3,GUID_PREFIX,COLL_OBJ_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,OTHER_ID_NUM_4,OTHER_ID_NUM_TYPE_4,OTHER_ID_REFERENCES_4,PART_NAME_1,PART_CONDITION_1,PART_LOC_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOC_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DET_METHOD_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
24,ekrimmel,1056,ab39a183-b2a2-4158-a8aa-f24dbcef49ab,UUID,self,[CHAS:Mamm]4232,Accipiter striatus,legacy,Oliver Williams,1912-05-27,Sharp-shinned Hawk. Verbatim AOU Number: 332.,1912-05-27,1912-05-27,1912-05-27,"North America, Canada, Ontario, Parry Sound County",,"North of Parry Sound, French River",Dawn R. Roberts,2014-12-10,unverified,35' up in pine tree.,,Oliver Williams,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-06-07. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,1077,collector number,self,4-5,original identifier,self,,,,egg,Dermestid casings found in packing material [10/1/2008].,RVWD: 302: Ool Cab 06: E,5,in collection,,,,,,,,verbatim collector,Oliver Williams for Ottawa Museum,Erica Krimmel,,,,nest description,"Of sticks, bark and stalks",Oliver Williams,,,,,,accepted place of collection
25,ekrimmel,2016.2.2,9988e2fe-b963-49da-ba5f-538cc7f3e607,UUID,self,[CHAS:Mamm]accession unknown,Accipiter striatus,legacy,unknown,2015-11-24,Sharp-shinned Hawk. Verbatim AOU Number: 332; Verbatim Ridgway Number: 432.,[no date recorded],1800,2015-11-24,no higher geography recorded,,[no locality recorded],Amber King,2009-08-26,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2009-08-26).,17 432,original identifier,self,,,,,,,egg,Fair. Egg cracked.,RVWD: 302: Ool Cab 07: D,1,in collection,Evidence of previous attempts to repair crack.,,,,,,,,,,,,,,,,,,,,,accepted place of collection
26,ekrimmel,2016.2.3,82784c2e-2fff-4c14-8446-a9a86eb7bc48,UUID,self,[CHAS:Mamm]accession unknown,Accipiter striatus,legacy,unknown,1912-12-31,Sharp-shinned Hawk. Verbatim AOU Number: 332.,1912,1912-01-01,1912-12-31,no higher geography recorded,,[no locality recorded],Amber King,2009-08-26,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2009-08-26).,X-1912/5,original identifier,self,,,,,,,egg,Fair. 1 egg broken.,RVWD: 302: Ool Cab 07: D,4,in collection,,,,,,,,,,,,,,,,,,,,,"Eggs slightly larger than standard size for this species, but markings are indicative of this species.",accepted place of collection
27,ekrimmel,1797,091418f5-94aa-4bb9-8419-d7e5bdb511d7,UUID,self,[CHAS:Mamm]1962.2,Actitis macularius,legacy,W. H. Stuart,1891-05-23,Spotted Sandpiper. Verbatim AOU Number: 263.,5/23/1891,1891-05-23,1891-05-23,"North America, United States, Michigan, Kent County",Grand Rapids,"Plaster Creek, Grand Rapids, Kent County, Michigan",Pat Munroe,2011-05-04,unverified,Year previous nest and eggs found near same place.,,W. H. Stuart,collector,Friant Stuart,collector,Harold A. Stuart,collector,CHAS:Egg,INTERNAL NOTES: Originally from the Stuart Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-06-02. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).,2,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: H,4,in collection,,,,,,,,verbatim collector,Stuart Brothers,Erica Krimmel,incubation stage,1-2 days,W. H. Stuart,nest description,Lining of a few leaves in a slight depression of ground,W. H. Stuart,,,,,,accepted place of collection
28,ekrimmel,2359,71fc14d4-121e-47b4-a021-681e411b35a8,UUID,self,[CHAS:Mamm]accession unknown,Actitis macularius,legacy,Dwight W. Cusack,1898-06-09,Spotted Sandpiper. Verbatim AOU Number: 263.,6/9/1898,1898-06-09,1898-06-09,"North America, United States, Illinois, Cook County",Chicago,"west of Edgewater, Chicago, Cook County, Illinois",Pat Munroe,2011-05-04,unverified,Placed in a depression on the ground and was concealed by tall grass and weeds.,,Dwight W. Cusack,collector,,,,,CHAS:Egg,"DISPLAY NOTES: .15, .60. DATA HISTORY: Date listed as verified/cataloged is 1988-03-08. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).",58B-1 1/4 263,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: H,4,in collection,,,,,,,,verbatim collector,D.W. Cusack,Erica Krimmel,incubation stage,had not begun,Dwight W. Cusack,nest description,It contained weed stems and rootlets,Dwight W. Cusack,,,,,,accepted place of collection
29,ekrimmel,1923,be834413-15a5-4687-8185-d7ecbd687491,UUID,self,[CHAS:Mamm]accession unknown,Actitis macularius,legacy,Edward R. Ford,1895-06-08,Spotted Sandpiper. Verbatim AOU Number: 263.,6/8/1895,1895-06-08,1895-06-08,"North America, United States, Illinois, Cook County",Chicago,"Bowmanville, [Historic] Jefferson [Township], Chicago, Cook County, Illinois",Pat Munroe,2011-05-04,unverified,"Beside ""big ditch"" on ground in profuse growth of water plants",,Edward R. Ford,collector,,,,,CHAS:Egg,"INTERNAL NOTES: ""4"" in LRC on Egg Card [A. King]. DISPLAY NOTES: Diameter: 4."" DATA HISTORY: Date listed as verified/cataloged is 1988-03-23. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).",263/4,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: H,4,in collection,,,,,,,,verbatim collector,E.R. Ford,Erica Krimmel,incubation stage,slight,Edward R. Ford,nest description,"Dry grass weed stalks, leaves and shreds of dry reeds",Edward R. Ford,,,,,Notes pg. 144,accepted place of collection
30,ekrimmel,1505,cd46d8b1-fd40-4892-856a-26f02b1dda7f,UUID,self,[CHAS:Mamm]accession unknown,Actitis macularius,legacy,unknown,1921-06-13,Spotted Sandpiper. Verbatim AOU Number: 263.,1921-06-13,1921-06-13,1921-06-13,"North America, United States, Illinois, Cook County",Chicago,"Lincoln Park, Chicago, Cook County, Illinois",Pat Munroe,2011-05-04,unverified,,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-02. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).",Saint Mary of the Lake Seminary 106,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: H,4,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
31,ekrimmel,1699,d33298e4-a2d5-4917-b0de-9bc533ebf586,UUID,self,[CHAS:Mamm]accession unknown,Actitis macularius,legacy,unknown,2015-11-24,Spotted Sandpiper. Verbatim AOU Number: 263.,[no date recorded],1800,2015-11-24,no higher geography recorded,,[no locality recorded],Pat Munroe,2011-05-04,unverified,,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-02. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).",Saint Mary of the Lake Seminary 55,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 02: H,4,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
32,ekrimmel,518,dc6b6c2b-dde9-4246-a06b-be947d529ea8,UUID,self,[CHAS:Mamm]1522,Actitis macularius,legacy,Francis S. Dayton,1889-05-25,Spotted Sandpiper. Verbatim AOU Number: 263.,5/25/1889,1889-05-25,1889-05-25,"North America, United States, Illinois, Cook County",Chicago,"east [Historic] Jefferson Township, Chicago, Cook County, Illinois",Pat Munroe,2011-05-04,unverified,In a slight depression in ground hidden by the growing weed.   It was on the bank and 12' away from Chicago River. Meadows on either side.,,Francis S. Dayton,collector,,,,,CHAS:Egg,"DISPLAY NOTES: Diameter: inside-2"", outside-3""; Depth: inside-1""; (1) 1.28"" x .91"", (2) 1.32"" x .92"", (3) 1.27"" x .89"", (4) 1.35"" x .90"", (A) 1.30"" x .91."" DATA HISTORY: Date listed as verified/cataloged is 1988-06-02. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).",FSD-71,collector number,self,557/1,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 02: H,4,in collection,,,,,,,,verbatim collector,S. Dayton,Erica Krimmel,incubation stage,commenced,Francis S. Dayton,nest description,"Composed entirely of little pieces of weed stalks none more than 3/4"" or 1"" long and about 1/8"" in diam also a few shreds of vegetable. ",Francis S. Dayton,,,,,"I was walking along and the bird ran out of the grass and weeds and flew down to me.  It also made a circuitous flight over my head keening the while.  Eggs pointed, heavily marked with large blotches of deep brownish black confluent on greater end, on a ground of brownish yellow.",accepted place of collection
33,ekrimmel,2425,f84e79d9-9f9c-411a-b39d-04b639ec1707,UUID,self,[CHAS:Mamm]accession unknown,Actitis macularius,legacy,unknown,2015-11-24,Spotted Sandpiper. Verbatim AOU Number: 263.,[no date recorded],1800,2015-11-24,"North America, United States, Massachusetts, Norfolk County",Wrentham,"Muntham [most likely Wrentham?], Norfolk County, Massachusetts",Pat Munroe,2011-05-04,unverified,,,unknown,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1989-11-15. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-05-04).,,,,,,,,,,egg,"3 eggs badly cracked, 1 egg broken [8/2008].",RVWD: 302: Ool Cab 02: H,4,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
34,ekrimmel,1951.5279.3,63735598-5cc1-410d-9966-a968b325e2da,UUID,self,[CHAS:Mamm]5279,Actitis macularius,legacy,unknown,1950-09-29,Spotted Sandpiper. Verbatim AOU Number: 263.,[no date recorded],1885-10-25,1950-09-29,no higher geography recorded,,[no locality recorded],Amber King,2008-11-05,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Hammond Collection. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-11-05).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 05: I,4,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
35,ekrimmel,1951.5279.4,f4eb8bf2-0b8d-47e0-99d3-cd9d758fd194,UUID,self,[CHAS:Mamm]5279,Actitis macularius,legacy,unknown,1950-09-29,Spotted Sandpiper. Verbatim AOU Number: 263.,[no date recorded],1885-10-25,1950-09-29,no higher geography recorded,,[no locality recorded],Amber King,2008-11-05,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Hammond Collection. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-11-05).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 05: I,4,in collection,Dermestid casings found in packing material [2008-11-10].,,,,,,,,,,,,,,,,,,,,,accepted place of collection
36,ekrimmel,1097,6cadc230-ff38-4bbc-aaf2-7a73dd4d1169,UUID,self,[CHAS:Mamm]4232,Actitis macularius,legacy,Willis W. Worthington,1893-06-08,Spotted Sandpiper. Verbatim AOU Number: 263.,6/8/1893,1893-06-08,1893-06-08,"North America, United States, New York, Suffolk County",,Plum Island,Dawn R. Roberts,2014-12-10,unverified,On the ground in a bunch of grass.,,Willis W. Worthington,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-06-02. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,E. E. Armstrong 927,collector number,self,1573,original identifier,self,,,,egg,Dermestid casings found in packing material [10/1/2008].,RVWD: 302: Ool Cab 06: G,4,in collection,,,,,,,,verbatim collector,W.W. Worthington,Erica Krimmel,incubation stage,advanced,Willis W. Worthington,nest description,Composed of beach grasses lined with finer materials of the same kind,Willis W. Worthington,,,,,,accepted place of collection
37,ekrimmel,2016.2.4,b5937420-f15d-480a-97f5-b3b86c77b367,UUID,self,[CHAS:Mamm]accession unknown,Actitis macularius,legacy,unknown,2008-12-31,Spotted Sandpiper. Verbatim AOU Number: 263; Verbatim Ridgway Number: 557.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-17,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-17).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: I,2,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
38,ekrimmel,69,16763eef-9cd4-4c96-884e-8ac0f4416e72,UUID,self,[CHAS:Mamm]3774,Aechmophorus occidentalis,legacy,Earl G. Wright,1928-06-20,Western Grebe. Verbatim AOU Number: 1.,"1928-06-20; 'Collected June 12-25, 1928' [from Accession book].",1928-06-20,1928-06-20,"North America, United States, South Dakota, Day County",Webster,"Rush Lake, Webster, S.D.",Amber King,2012-02-14,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-18. Record last updated in Excel (prior to Arctos migration) by Amber King (2012-02-14).,40,collector number,self,,,,,,,egg,Dermestid casings found in packing material [9/30/2008]. Re-housed 2/14/2011 [A. King].,RVWD: 302: Ool Cab 01: A,4,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,started,Earl G. Wright,nest description,Typical,Earl G. Wright,,,,,,accepted place of collection
39,ekrimmel,62,2b0aebf9-900a-410b-ba5a-b98e28943dbc,UUID,self,[CHAS:Mamm]3774,Aechmophorus occidentalis,legacy,Earl G. Wright,1928-06-17,Western Grebe. Verbatim AOU Number: 1.,"1928-06-17; 'Collected June 12-25, 1928' [from Accession book].",1928-06-17,1928-06-17,"North America, United States, South Dakota, Day County",Webster,"Rush Lake, Webster, Day County, South Dakota",Amber King,2012-02-14,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2012-02-14).,40,collector number,self,1/6-17-28,original identifier,self,,,,egg,Re-housed 2/14/2011 [A. King].,RVWD: 302: Ool Cab 01: A,3,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,started,Earl G. Wright,nest description,Typical,Earl G. Wright,,,,,,accepted place of collection
40,ekrimmel,67,3c277a78-bdd2-435f-8cce-7446d5af822d,UUID,self,[CHAS:Mamm]3774,Aechmophorus occidentalis,legacy,Earl G. Wright,1928-06-20,Western Grebe. Verbatim AOU Number: 1.,"1928-06-20; 'Collected June 12-25, 1928' [from Accession book].",1928-06-20,1928-06-20,"North America, United States, South Dakota, Day County",Webster,"Rush Lake, Webster, Day County, South Dakota",Amber King,2012-02-14,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2012-02-14).,40,collector number,self,67,original identifier,self,,,,egg,Re-housed 2/14/2011 [A. King].,RVWD: 302: Ool Cab 01: A,4,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,started,Earl G. Wright,nest description,Typical,Earl G. Wright,,,,,,accepted place of collection
41,ekrimmel,66,494e9d20-0909-4f9b-8b6d-af557047ccde,UUID,self,[CHAS:Mamm]3774,Aechmophorus occidentalis,legacy,Earl G. Wright,1928-06-20,Western Grebe. Verbatim AOU Number: 1.,"1928-06-20; 'Collected June 12-25, 1928' [from Accession book].",1928-06-20,1928-06-20,"North America, United States, South Dakota, Day County",Webster,"Rush Lake, Webster, Day County, South Dakota",Amber King,2012-02-14,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-18. Record last updated in Excel (prior to Arctos migration) by Amber King (2012-02-14).,40,collector number,self,,,,,,,egg,Dermestid casings found in packing material [7/08]. Re-housed 2/14/2011 [A. King].,RVWD: 302: Ool Cab 01: A,5,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,started,Earl G. Wright,nest description,Typical,Earl G. Wright,,,,,,accepted place of collection
42,ekrimmel,68,5763924c-628a-4820-b7c5-7b2b92c49405,UUID,self,[CHAS:Mamm]3774,Aechmophorus occidentalis,legacy,Earl G. Wright,1928-06-17,Western Grebe. Verbatim AOU Number: 1.,"1928-06-17; 'Collected June 12-25, 1928' [from Accession book].",1928-06-17,1928-06-17,"North America, United States, South Dakota, Day County",Webster,"Rush Lake, Webster, Day County, South Dakota",Amber King,2012-02-14,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-18. Record last updated in Excel (prior to Arctos migration) by Amber King (2012-02-14).,40,collector number,self,,,,,,,egg,1 egg cracked at pointed end. Re-housed 2/14/2011 [A. King].,RVWD: 302: Ool Cab 01: A,5,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,started,Earl G. Wright,nest description,Typical,Earl G. Wright,,,,,,accepted place of collection
43,ekrimmel,70,605dd30e-8273-457a-9fea-1bc6d902184e,UUID,self,[CHAS:Mamm]3774,Aechmophorus occidentalis,legacy,Earl G. Wright,1928-06-17,Western Grebe. Verbatim AOU Number: 1.,"1928-06-17; 'Collected June 12-25, 1928' [from Accession book].",1928-06-17,1928-06-17,"North America, United States, South Dakota, Day County",Webster,"Rush Lake, Webster, Day County, South Dakota",Amber King,2012-02-14,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-18. Record last updated in Excel (prior to Arctos migration) by Amber King (2012-02-14).,40,collector number,self,,,,,,,egg,Dermestid casings found in packing material [7/08]. Re-housed 2/14/2011 [A. King].,RVWD: 302: Ool Cab 01: A,4,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,started,Earl G. Wright,nest description,Typical,Earl G. Wright,,,,,,accepted place of collection
44,ekrimmel,63,97dd44dc-3dc0-4217-9afb-6b24bb648122,UUID,self,[CHAS:Mamm]3774,Aechmophorus occidentalis,legacy,Earl G. Wright,1928-06-18,Western Grebe. Verbatim AOU Number: 1.,1928-06-18,1928-06-18,1928-06-18,"North America, United States, South Dakota, Day County",Webster,"Rush Lake, Webster, Day County, South Dakota",Amber King,2012-02-14,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-18. Record last updated in Excel (prior to Arctos migration) by Amber King (2012-02-14).,40,collector number,self,,,,,,,egg,Re-housed 2/14/2011 [A. King].,RVWD: 302: Ool Cab 01: A,4,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,started,Earl G. Wright,nest description,Typical,Earl G. Wright,,,,,,accepted place of collection
45,ekrimmel,61,e2f9d969-d10b-43f5-a821-46e464feef8f,UUID,self,[CHAS:Mamm]3774,Aechmophorus occidentalis,legacy,Earl G. Wright,1928-06-15,Western Grebe. Verbatim AOU Number: 1.,"1928-06-15; 'Collected June 12-25, 1928' [from Accession book].",1928-06-15,1928-06-15,"North America, United States, South Dakota, Day County",Webster,"Rush Lake, Webster, Day County, South Dakota",Amber King,2011-10-24,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-18. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-10-24).,40,collector number,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 05: E,3,in collection,,nest,unchecked,RVWD: 302: Ool Cab 05: E,1,in collection,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,started,Earl G. Wright,nest description,Typical,Earl G. Wright,,,,,Nest included.,accepted place of collection
