KEY_TO_RAW,HIGHER_GEOG,CONTINENT_OCEAN,COUNTRY,STATE_PROV,COUNTY,QUAD,FEATURE,ISLAND_GROUP,ISLAND,SEA,municipality
"North America,United States,Louisiana,Morehouse,","North America, United States, Louisiana, Morehouse Parish",North America,United States,Louisiana,Morehouse Parish,,,,,,
"North America,United States,Louisiana,Morehouse,Prairie Mer Rouge","North America, United States, Louisiana, Morehouse Parish",North America,United States,Louisiana,Morehouse Parish,,,,,,Prairie Mer Rouge
"North America,United States,Louisiana,Natchitoches,","North America, United States, Louisiana, Natchitoches Parish",North America,United States,Louisiana,Natchitoches Parish,,,,,,
"North America,United States,Louisiana,Natchitoches,Marthaville","North America, United States, Louisiana, Natchitoches Parish",North America,United States,Louisiana,Natchitoches Parish,,,,,,Marthaville
"North America,United States of America,Louisiana,Orleans,","North America, United States, Louisiana, Orleans Parish",North America,United States,Louisiana,Orleans Parish,,,,,,
"North America,United States,Louisiana,Orleans,Gentilly","North America, United States, Louisiana, Orleans Parish",North America,United States,Louisiana,Orleans Parish,,,,,,Gentilly
"North America,United States,Louisiana,Orleans,New Orleans","North America, United States, Louisiana, Orleans Parish",North America,United States,Louisiana,Orleans Parish,,,,,,New Orleans
"North America,United States of America,Louisana,Orleans,New Orleans","North America, United States, Louisiana, Orleans Parish",North America,United States,Louisiana,Orleans Parish,,,,,,New Orleans
"North America,United States of America,Louisiana,Orleans,New Orleans","North America, United States, Louisiana, Orleans Parish",North America,United States,Louisiana,Orleans Parish,,,,,,New Orleans
"United States,Louisiana,,Orleans Parish,New Orleans","North America, United States, Louisiana, Orleans Parish",North America,United States,Louisiana,Orleans Parish,,,,,,New Orleans
"North America,United States of America,Louisiana,Ouachita,Monroe","North America, United States, Louisiana, Ouachita Parish",North America,United States,Louisiana,Ouachita Parish,,,,,,Monroe
"United States,Louisiana,,Ouachita Parish,","North America, United States, Louisiana, Ouachita Parish",North America,United States,Louisiana,Ouachita Parish,,,,,,
"North America,United States,Louisiana,Plaquemines,Pilottown","North America, United States, Louisiana, Plaquemines Parish",North America,United States,Louisiana,Plaquemines Parish,,,,,,Pilottown
"North America,United States,Louisiana,Plaquemines,Pilot Town","North America, United States, Louisiana, Plaquemines Parish",North America,United States,Louisiana,Plaquemines Parish,,,,,,Pilot Town
"North America,United States,Louisiana,Plaquemines,Venice","North America, United States, Louisiana, Plaquemines Parish",North America,United States,Louisiana,Plaquemines Parish,,,,,,Venice
"United States of America,LA,Rapides,,Alexandria","North America, United States, Louisiana, Rapides Parish",North America,United States,Louisiana,Rapides Parish,,,,,,Alexandria
"North America,United States,Louisiana,Rapides,Camp Beauregard","North America, United States, Louisiana, Rapides Parish",North America,United States,Louisiana,Rapides Parish,,,,,,Camp Beauregard
"North America,United States,Louisiana,Red River,","North America, United States, Louisiana, Red River Parish",North America,United States,Louisiana,Red River Parish,,,,,,
"North America,United States,Louisiana,Sabine,","North America, United States, Louisiana, Sabine Parish",North America,United States,Louisiana,Sabine Parish,,,,,,
"North America,United States,Louisiana,Saint Bernard,","North America, United States, Louisiana, Saint Bernard Parish",North America,United States,Louisiana,Saint Bernard Parish,,,,,,
"North America,United States,Louisiana,Saint Bernard,Deep Pass","North America, United States, Louisiana, Saint Bernard Parish",North America,United States,Louisiana,Saint Bernard Parish,,,,,,Deep Pass
"North America,United States,Louisiana,Saint Bernard,Grand Island","North America, United States, Louisiana, Saint Tammany Parish, Grand Island",North America,United States,Louisiana,Saint Tammany Parish,,,,Grand Island,,Grand Island
"North America,United States,Louisiana,Saint James,Gramercy","North America, United States, Louisiana, Saint James Parish",North America,United States,Louisiana,Saint James Parish,,,,,,Gramercy
"North America,United States,Louisiana,Saint Landry,Melville","North America, United States, Louisiana, Saint Landry Parish",North America,United States,Louisiana,Saint Landry Parish,,,,,,Melville
"North America,United States,Louisiana,Saint Martin,St Martinville","North America, United States, Louisiana, Saint Martin Parish",North America,United States,Louisiana,Saint Martin Parish,,,,,,Saint Martinsville
"North America,United States,Louisiana,Saint Tammany,","North America, United States, Louisiana, Saint Tammany Parish",North America,United States,Louisiana,Saint Tammany Parish,,,,,,
"North America,United States,Louisiana,Saint Tammany,Covington","North America, United States, Louisiana, Saint Tammany Parish",North America,United States,Louisiana,Saint Tammany Parish,,,,,,Covington
"North America,United States,Louisiana,Saint Tammany,Mandeville","North America, United States, Louisiana, Saint Tammany Parish",North America,United States,Louisiana,Saint Tammany Parish,,,,,,Mandeville
"North America,United States,Louisiana,Saint Tammany,Sun","North America, United States, Louisiana, Saint Tammany Parish",North America,United States,Louisiana,Saint Tammany Parish,,,,,,Sun
",United States of America,Louisana,St. Landry,Opelousas","North America, United States, Louisiana, Saint Landry Parish",North America,United States,Louisiana,Saint Landry Parish,,,,,,Opelousa
",United States of America,Louisiana,St. Landry,Opelousas","North America, United States, Louisiana, Saint Landry Parish",North America,United States,Louisiana,Saint Landry Parish,,,,,,Opelousa
",United States of America,Louisiana,St. Landry,Palmetto","North America, United States, Louisiana, Saint Landry Parish",North America,United States,Louisiana,Saint Landry Parish,,,,,,Palmetto
",United States of America,Louisiana,St. Landry Parish,Palmetto","North America, United States, Louisiana, Saint Landry Parish",North America,United States,Louisiana,Saint Landry Parish,,,,,,Palmetto
"North America,United States,Louisiana,Terrebonne,","North America, United States, Louisiana, Terrebonne Parish",North America,United States,Louisiana,Terrebonne Parish,,,,,,
"North America,United States,Louisiana,Terrebonne,Chacahoula","North America, United States, Louisiana, Terrebonne Parish",North America,United States,Louisiana,Terrebonne Parish,,,,,,Chacahoula
"North America,United States,Louisiana,Vermilion,","North America, United States, Louisiana, Vermilion Parish",North America,United States,Louisiana,Vermilion Parish,,,,,,
"North America,United States,Louisiana,Vermilion,Chenier au Tigre","North America, United States, Louisiana, Vermilion Parish",North America,United States,Louisiana,Vermilion Parish,,,,,,Chenier au Tigre
"North America,United States,Louisiana,Vermillion,Chenier au Tigre","North America, United States, Louisiana, Vermilion Parish",North America,United States,Louisiana,Vermilion Parish,,,,,,Chenier au Tigre
"North America,United States,Louisiana,Vermilion,Cheniere au Tigre","North America, United States, Louisiana, Vermilion Parish",North America,United States,Louisiana,Vermilion Parish,,,,,,Chenier au Tigre
"North America,United States,Louisiana,Vermilion,Chenier ua Tigre","North America, United States, Louisiana, Vermilion Parish",North America,United States,Louisiana,Vermilion Parish,,,,,,Chenier au Tigre
"North America,United States of America,Louisiana,Vermilion Parish,Cheniere au Tigre","North America, United States, Louisiana, Vermilion Parish",North America,United States,Louisiana,Vermilion Parish,,,,,,Chenier au Tigre
",,,Vermilion Parish,LA","North America, United States, Louisiana, Vermilion Parish",North America,United States,Louisiana,Vermilion Parish,,,,,,
",,,Vermillion Parish,LA","North America, United States, Louisiana, Vermilion Parish",North America,United States,Louisiana,Vermilion Parish,,,,,,
",,Chenier au Tigre,,LA","North America, United States, Louisiana, Vermilion Parish",North America,United States,Louisiana,Vermilion Parish,,,,,,Chenier au Tigre
",,,,ME","North America, United States, Maine",North America,United States,Maine,,,,,,,
",United States,ME,,","North America, United States, Maine",North America,United States,Maine,,,,,,,
",United States of America,ME,,","North America, United States, Maine",North America,United States,Maine,,,,,,,
",USA,Maine,,","North America, United States, Maine",North America,United States,Maine,,,,,,,
",USA,ME,,","North America, United States, Maine",North America,United States,Maine,,,,,,,
"North America,,ME,,","North America, United States, Maine",North America,United States,Maine,,,,,,,
"North America,United States,Maine,,","North America, United States, Maine",North America,United States,Maine,,,,,,,
