KEY_TO_RAW,HIGHER_GEOG,municipality
shot in Norway and Jack Pine Woods,"North America, United States, Wisconsin, Vilas County",Saint Germain
shot near edge of swamp,"North America, United States, Wisconsin, Vilas County",Saint Germain
shot near Lemont,"North America, United States, Illinois, Cook County",Lemont
"Shriver's Hill, Cumberland MD","North America, United States, Maryland, Allegany County",Cumberland
Shuswap Falls,"North America, Canada, British Columbia",
Sierra,"North America, United States, Nebraska",Sierra
Sierra de la Laguna,"North America, Mexico, Baja California Sur",
"Sierra de la Laguna, L.C.","North America, Mexico, Baja California Sur",
"Sierra de San Javier, alt. 2300 ft","South America, Argentina, Tucuman",
Sierra Laguna,"North America, Mexico, Baja California Sur",
"Sierra Laguna, L.C. [Baja California Sur, Mexico]","North America, Mexico, Baja California Sur",
"Sierra Laguna, Lower California [Baja California Sur, Mexico]","North America, Mexico, Baja California Sur",
"Sierra Mts, Blue Canon","North America, United States, California, Placer County",Blue Canyon
Sierra Nevada,"North America, United States, California",
"Sierra Nevada Mts,","North America, United States, California",
"Sierra Nevada Mts, Calif.","North America, United States, California",
Sierra Nevada-Tuolumne Coi Calif.,"North America, United States, California, Tuolumne County",
"Sierre de le Laguna, Lower CA","North America, Mexico, Baja California Sur",
Sigor,"Africa, Kenya, West Pokot",
"Sigor, Kenya","Africa, Kenya, West Pokot",Sigor
Sigor Wei Wei,"Africa, Kenya, West Pokot",Sigor
"Silver Plume, Colo.","North America, United States, Colorado, Clear Creek County",Silver Plume
Silver Plume Colo.,"North America, United States, Colorado, Clear Creek County",Silver Plume
"Sing Sing [now Ossining], N.Y.","North America, United States, New York, Westchester County",Ossining
"Site #1 of 1-12, ravine at the Nature Museum; 2430 North Cannon Drive, Chicago, Illinois; collected at 1:00 pm, estimated time of death very recent; sunny, 70s [temp]","North America, United States, Illinois, Cook County",Chicago
"site #2 [ravine side], Nature Museum, 2430 North Cannon Drive, Chicago IL 60614","North America, United States, Illinois, Cook County",Chicago
"Site #2 of 1-12, ravine at the Nature Museum, 2430 North Cannon Drive, Chicago, Illinois; collected at 7:00 am, estimated time of death 6-7am; cloudy, 50 degrees","North America, United States, Illinois, Cook County",Chicago
"site #6 [near ravine], Nature Museum, 2430 North Cannon Drive, Chicago IL 60614","North America, United States, Illinois, Cook County",Chicago
"site #73 [near loading dock], Nature Museum, 2430 North Cannon Drive, Chicago IL 60614","North America, United States, Illinois, Cook County",Chicago
"Site 1-12, ravine at the Nature Museum, found by rt [right] door looking at it from outside; 2430 North Cannon Drive, Chicago, Illinois; collected at 7:30 am, estimated time of death 6-7am; sunny, clear","North America, United States, Illinois, Cook County",Chicago
"Site 1-12, ravine at the Nature Museum, hit door if looking at it from outside; 2430 North Cannon Drive, Chicago, Illinois; collected at 9:00 am, estimated time of death 8:30am; sunny, clear","North America, United States, Illinois, Cook County",Chicago
Sitka Bay,"North America, United States, Alaska, Sitka Quad, Alexander Archipelago",
"Skokie, Illinois","North America, United States, Illinois, Cook County",Skokie
Skokie Marsh,"North America, United States, Illinois, Cook County",Skokie
"Skokie Marsh, Ill.","North America, United States, Illinois, Cook County",Glencoe and Winnetka
"Skokie Marsh, Illinois","North America, United States, Illinois, Cook County",Skokie
"Skokie Marsh [Skokie], Ill. [Illinois]","North America, United States, Illinois, Cook County",Skokie
"Skokie Valley, Illinois","North America, United States, Illinois, Cook County",Skokie
"Slocum Lake,","North America, United States, Illinois, Lake County",
small lake 1/4 mi E of St. Germain River,"North America, United States, Wisconsin, Vilas County",Saint Germain
small lake E of St Germain River,"North America, United States, Wisconsin, Vilas County",Saint Germain
"small lake of St Germain River, nr a cranberry bog in tall grass","North America, United States, Wisconsin, Vilas County",Saint Germain
Smith's Bay,"North America, United States, Alaska","North Slope Borough, Barrow"
"Smith Creek, 17 miles northwest of Sopchoppy","North America, United States, Florida, Wakulla County",Sopchoppy
"Smith Creek, 17 miles northwest of Sopchoppy, FL","North America, United States, Florida, Wakulla County",Sopchoppy
"Smith Creek, 17 miles NW of Sopchoppy","North America, United States, Florida, Wakulla County",Sopchoppy
"Smith Falls, Ontario","North America, Canada, Ontario",Smiths Falls
So America,South America,
"Socorro, N. Mex.","North America, United States, New Mexico, Socorro County",Socorro
"Sokoke Forest, alt200","Africa, Kenya, Kilifi County",Kilifi
"Sonora, Tex.","North America, United States, Texas, Sutton County",Sonora
"Sopchoppy, Wakulla Co. Fla","North America, United States, Florida, Wakulla County",Sopchoppy
"Sopchoppy, Wakulla Co. Fla ; 17 mi NW oF. Smith Cr'k","North America, United States, Florida, Wakulla County",Sopchoppy
So Seabrook N.H.,"North America, United States, New Hampshire, Rockingham County",Seabrook
South Africa,Africa,
South America,South America,
"south Chicago, Ill. [Illinois]","North America, United States, Illinois, Cook County",Chicago
"South Chicago, Illinois","North America, United States, Illinois, Cook County",Chicago
"South Chicago, Illinois, Cook Co.","North America, United States, Illinois, Cook County",Chicago
South Dakota,"North America, United States, South Dakota",
South Dakota: Webster,"North America, United States, South Dakota, Day County",Webster
Southern,"North America, United States, Illinois, Williamson County",
Southern California,"North America, United States, California",
Southern IL.,"North America, United States, Illinois, Union County",
southern Illinois,"North America, United States, Illinois",
Southern Ills.,"North America, United States, Illinois",
south of Webster County,"North America, United States, Mississippi, Webster County",
"South Orange, New Jersey","North America, United States, New Jersey, Essex County",South Orange
"South Twin Lake, Me., Pnobscot Co.","North America, United States, Maine, Penobscot County",South Twin Lake
South Water St.,"North America, United States, Minnesota",Minnesota
"Spanish Town, Jamaica","West Indies, Jamaica, Middlesex Parish, Greater Antilles, Jamaica",Spanish Town
"Spence Field Tenn, 4880', Great Smoky Mountains Natl. Park,","North America, United States, North Carolina, Swain County",Spence Field
"Spring Creek, Thayer, Ind.","North America, United States, Indiana, Newton County",Thayer
"Springfield, Mass.","North America, United States, Massachusetts, Hampden County",Springfield
St. Ann. Kankakee Co.,"North America, United States, Illinois, Kankakee County",Saint Anne
"St. Anne, Kankakee Co., Ill.","North America, United States, Illinois, Kankakee County",Saint Anne
St. George Is. [Island] Alaska,"North America, United States, Alaska, Aleutian Islands",Saint George
"St. Helena, Calif.","North America, United States, California, Napa County",Saint Helena
"St. Marks, Wakulla Co., Fla","North America, United States, Florida, Wakulla County",Saint Marks
"St. Marks, Wakull Co., Fla","North America, United States, Florida, Wakulla County",Saint Marks
St. Mary's Camden Co. Georgia,"North America, United States, Georgia, Camden County",Saint Marys
St. Mary's Ga,"North America, United States, Georgia, Camden County",Saint Marys
"St. Paul, Minn.","North America, United States, Minnesota, Ramsey County",St. Paul
"St. Tammany Park, Mandeville, La.","North America, United States, Louisiana, Saint Tammany Parish",Mandeville
"St. Thomas, West Indies","North America, United States, Wisconsin",Saint Thomas
"Staples, Minn.","North America, United States, Minnesota, Todd County",Staples
"Staraford Mts, Stanford University, Palo Alto Calif.","North America, United States, California, Santa Clara County",Palo Alto
"state line, Gogebic County, Mich.","North America, United States, Michigan, Gogebic County",
"Steamboat Springs, Colo.","North America, United States, Colorado, Routt County",Steamboat Springs
Stephens,"North America, United States, Nebraska",Stephens
"Sterling, Ills.","North America, United States, Illinois, Whiteside County",Sterling
Sterling Lake,"North America, United States, Illinois, Lake County",Wadsworth
"Stevens Point, Wis.","North America, United States, Wisconsin",
"Stevens Point, Wis. [Wisconsin]","North America, United States, Wisconsin, Portage County",Stevens Point
"Stickney, Ill.","North America, United States, Illinois, Cook County",Stickney
Stillwater Co. Mont,"North America, United States, Montana, Stillwater County",
St John Lake,"North America, Canada, Quebec",
"St John Lake, Saguerry River","North America, Canada, Quebec",
St Joseph Isl Tex [Texas],"North America, United States, Texas, Aransas County",
St Laurence Island,"North America, United States, Alaska, Nome Quad",
"St Lazaria Island, Sitka Bay [Sitka Sound]","North America, United States, Alaska, Sitka Quad, Alexander Archipelago",Sitka
St Marco,"North America, United States, Georgia",
"St Marys Island, near Harrington Harbor","North America, Canada, Quebec",C̫te-Nord-du-Golfe-du-Saint-Laurent
St Paul Island,"North America, United States, Alaska, Aleutian Islands",
"St Paul Island, Bering Sea","North America, United States, Alaska, Aleutian Islands",
"Strand Snappe, Tadien Marsh",no higher geography recorded,
"Stratford, Conn.","North America, United States, Connecticut, Fairfield County",Stratford
"Strawberry Point, Ia. [Iowa]","North America, United States, Iowa, Clayton County",Strawberry Point
Streets,"North America, United States, Colorado, Park County",
Stump Lake,"North America, United States, North Dakota, Nelson County",
"Suam River, Kanyangarena [The Suam River is the border between Kenya and Uganda. There is a ""Kanyang"", but it is in Nigeria. Check the label, but this probably is ""Suam River, Kenya area"". D.Roberts]","Africa, Kenya",
"Suam Rivers, Kangyangarena, Kenya?","Africa, Kenya, West Pokot",
Suanlamba,"Asia, Malaysia, Sabah, Indonesian Archipelago, Borneo",Suanlamba
"Suculpan, Gro. Mexico","North America, Mexico, Guerrero",
"Sudbury, Mass","North America, United States, Massachusetts, Middlesex County",Sudbury
Sullivans Isl,"North America, United States, South Carolina, Charleston County",Sullivan's Island
Suwanee River,"North America, United States, Florida",
"Suwanee River, 3 miles north of mouth of river","North America, United States, Florida, Dixie County",
"Suwanee River, Fla","North America, United States, Florida",
"Suwannee River, 3 miles N of the Mouth","North America, United States, Florida, Dixie County",
