status - sam,accn_number,received_from,received_year,received_month,received_day,nature_of_material,remarks,estimated_count
Done,1619,,1901,8,1,Malacology: Unios with holes.,Information from accession book.. Verbatim agency associated with: Geisler Button Co.,17
Done,1622,E. H. King,1901,8,1,Malacology: Unios with holes.,Information from accession book. Verbatim received from agent: Dr. E.H. King,38
Done,1623,E. H. King,1901,8,1,Malacology: Unios. Number of species: 22,Information from accession book. Verbatim received from agent: Dr. E.H. King,178
Done,1624,,1901,8,1,Malacology: [Unios] Blanks.,Information from accession book.. Verbatim agency associated with: Automatic Pearl Works,500
Done,1626,unknown,1901,8,1,Malacology: Polished blanks .,Information from accession book. Verbatim received from agent: Mr. Nesper,15
Done,1637,Frank Collins Baker,1901,9,1,Malacology: Mollusks [Molluscs]. Number of species: 4,Information from accession book. Verbatim received from agent: F.C. Baker,30
Done,1638,Edward H. Baker,1901,9,1,Malacology: Mollusks [Molluscs]. Number of species: 8,Information from accession book. Verbatim received from agent: E.H. Baker,55
Done,1639,Martha E. Buhre,1901,9,1,Malacology: Mollusks [Molluscs]. Number of species: 8,Information from accession book. Verbatim received from agent: Martha E. Buhre,39
Done,1652,Frank M. Woodruff,1901,10,1,Malacology: Mollusks [Molluscs]. Number of species: 6,Information from accession book. Verbatim received from agent: F.M. Woodruff,11
Done,1656,Joseph Kinstler,1901,10,1,Malacology: Mollusks [Molluscs]. Number of species: 10,Information from accession book. Verbatim received from agent: Joseph Kinstler,10
Done,1660,M. Fischer,1901,10,1,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: M. Fischer,200
Done,1666,,1901,10,1,Malacology: Sponges. Number of species: 4,Information from accession book.. Verbatim agency associated with: Greek-Amer. Spong Co. Greek-American Sponge Company,13
Done,1672,Charles Emerson Brown,1901,11,1,Malacology: Mollusks [Molluscs]. Number of species: 15,Information from accession book. Verbatim received from agent: Charles E. Brown,110
Done,1679,L. E. Daniels,1902,1,1,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: L.E. Daniels,20
Done,1691,Manly D. Barber,1902,1,28,Malacology: Mollusks [Molluscs]. Number of species: 11,"Information from accession book. Received in bad condition, burned. Verbatim received from agent: M.D. Barber",66
Done,1699,L. E. Daniels,1902,3,8,Malacology: Mollusks [Molluscs]. Number of species: 35,Information from accession book. Correspondence in Accession file [A. King]. Verbatim received from agent: L.E. Daniels. Verbatim agency associated with: Dept. of Geol. Department of Geological & Natural Resources of Indiana,325
Done,1701,Felix Riesenberg,1902,3,29,Malacology: Mollusks [Molluscs]. Number of species: 5,Information from accession book. Verbatim received from agent: Felix Riesenberg,11
Done,1704,unknown,1902,4,16,Malacology: Mollusks [Molluscs]. Number of species: 12,"Information from accession book. Note the ""Monon Route."" Verbatim received from agent: unknown",200
Done,1713,A. Steiner,1902,5,13,Malacology: Mollusk [Mollusc]. Number of species: 1,Information from accession book. Verbatim received from agent: A. Steiner,1
Done,1715,Frank M. Woodruff,1902,5,27,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: F.M. Woodruff,2
Done,1716,Arthur Mielich,1902,5,27,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: Arthur Mielich,2
Done,1721,Mrs. Nicholas Senn,1902,6,11,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: Mrs. N. Senn,4
Done,1728,Frank Collins Baker,1902,10,2,Malacology: Mollusks [Molluscs]. Number of species: 3,Information from accession book. Verbatim received from agent: F.C. Baker,15
Done,1733,Frank Collins Baker,1902,10,2,Malacology: Mollusks [Molluscs]. Number of species: 5,Information from accession book. Correspondence in Accession files. Verbatim received from agent: F.C. Baker,100
Done,1734,Frank Collins Baker,1902,10,2,Malacology: Echinoderms. Number of species: 1,Information from accession book. Correspondence in Accession files. Verbatim received from agent: F.C. Baker,20
Done,1737,James M. Southwick,1902,10,2,Malacology: Mollusks [Molluscs]. Number of species: 4,"Information from accession book. Verbatim received from agent: James M. Southwick, Curator. Verbatim agency associated with: Museum of Natural History, Roger Williams Park",5
Done,1740,Manly D. Barber,1902,10,2,Malacology: Mollusks [Molluscs]. Number of species: 175,Information from accession book. Verbatim received from agent: M.D. Barber,466
Done,1743,Charles Emerson Brown,1902,11,7,Malacology: Mollusks [Molluscs]. Number of species: 8,Collected Oct. 18. 1902. Information from accession book. Verbatim received from agent: Chas. E. Brown,45
Done,1744,unknown,1902,11,8,Malacology: Marine mollusks [molluscs]. Number of species: 11,Information from accession book. Verbatim received from agent: Dr. McCoy,11
Done,1747,unknown,1902,11,26,Malacology: Corals. Number of species: 9,Purchased. Information from accession book. Verbatim received from agent: unknown,12
Done,1750,unknown,1902,12,5,Malacology: Cypraeas. Number of species: 2,Information from accession book. Verbatim received from agent: Dr. McCoy,4
Done,1751,unknown,1902,12,5,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Verbatim received from agent: Dr. Graenicher,4
Done,1761,A. W. Conner,1902,12,5,Malacology: Mollusks [Molluscs]. Number of species: 10,Information from accession book. Verbatim received from agent: A.W. Conner,20
Done,1782,unknown,1903,3,28,Malacology: Marine shells. Number of species: 10,Purchased $3.50. Information from accession book. Verbatim received from agent: unknown,25
Done,1793,Fred L. Button,1903,4,10,Malacology: Mollusks [Molluscs]. Number of species: 5,Information from accession book. Correspondence in Accession file and copy in Exchanges-1903 [A. King]. Verbatim received from agent: Fred L. Button,9
Done,1795,A. W. Conner,1903,4,15,Malacology: Cypraea lynx. Number of species: 1,Deformed. Information from accession book. Verbatim received from agent: A.W. Conner,1
Done,1798,L. E. Daniels,1903,4,16,Malacology: Mollusks [Molluscs]. Number of species: 11,Information from accession book. Verbatim received from agent: L.E. Daniels,200
Done,1802,A. W. Conner,1903,4,20,Malacology: Mollusks [Molluscs]. Number of species: 2,Information from accession book. Correspondence in Accession file and copy in Exchanges-1903 [A. King]. Verbatim received from agent: A.W. Conner,5
Done,1809,Fred L. Button,1903,5,4,Malacology: Pelecypods [Bivalves]. Number of species: 6,Information from accession book. Correspondence in Accession file and Gifts-1903 [A. King] Verbatim received from agent: F.L. Button,17
Done,1810,Frank M. Woodruff,1903,5,6,Malacology: Unios. Number of species: 2,Information from accession book. Verbatim received from agent: F.M. Woodruff,2
Done,1811,A. W. Conner,1903,5,6,Malacology: Cypraea caurica. Number of species: 1,Information from accession book. Verbatim received from agent: A.W. Conner,1
Done,1812,Ralph Arnold,1903,5,12,Malacology: Pleistocene fossil mollusks [molluscs]. Number of species: 166,Collected 13 July 1901. Information from accession book. Verbatim received from agent: Ralph Arnold,1500
Done,1815,Frank Collins Baker,1903,5,13,Malacology: Land mollusks [molluscs]. Number of species: 7,Information from accession book. Verbatim received from agent: F.C. Baker,20
Done,1820,Frank M. Woodruff,1903,5,27,Malacology: Fresh-water mollusks [molluscs]. Number of species: 2,"Collected May, 1903. Information from accession book. Verbatim received from agent: F.M. Woodruff",4
Done,1827,Frank Collins Baker,1903,6,12,Malacology: Mollusks [Molluscs]. Number of species: 5,Information from accession book. Verbatim received from agent: F.C. Baker,15
Done,1833,James M. Southwick,1903,7,1,Malacology: Mollusks [Molluscs].,"Information from accession book. Verbatim received from agent: James M. Southwick, Curator. Verbatim agency associated with: Museum of Natural History, Roger Williams Park",20
Done,1834,unknown,1903,7,1,Malacology: Limnaea auricularia. Number of species: 1,Information from accession book. Verbatim received from agent: Mr. Strombach,10
Done,1835,unknown,1903,7,1,"Malacology: Mollusks [molluscs], land, fresh water, marine.",Purchased. Information from accession book. Verbatim received from agent: unknown,200
Done,1836,E. E. Brown,1903,7,1,"Malacology: Mollusks [molluscs], land and fresh water.",Information from accession book. Verbatim received from agent: E.E. Brown,50
Done,1837,unknown,1903,7,1,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Mr. Parker,30
Done,1838,A. C. Billups,1903,7,1,"Malacology: Mollusks [molluscs], land and fresh water.",Information from accession book. Verbatim received from agent: A.C. Billups,300
Done,1839,Frank M. Woodruff,1903,7,1,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: F.M. Woodruff,25
Done,1843,R. H. Johnson,1903,7,10,Malacology: Mollusks [Molluscs]. Number of species: 8,Information from accession book. Verbatim received from agent: R.H. Johnson,30
Done,1847,"Chicago Academy of Sciences, Frank Collins Baker",1903,7,18,Malacology: Mollusks [Molluscs]. Number of species: 15,Information from accession book. Academy expedition 1903. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,310
Done,1854,Charles H. Conner,1903,7,21,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Charles Conner,80
Done,1855,T. Jensen,1903,8,3,"Malacology: Mollusks [molluscs], land and fresh water. Number of species: 8",Information from accession book. Verbatim received from agent: T. Jensen,75
Done,1856,Adolph Kaestner,1903,8,12,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: Adolph Kaestner,200
Done,1870,E. A. Turner,1903,9,1,Malacology: Unios. Number of species: 10,Information from accession book. Verbatim received from agent: E.A. Turner,20
Done,1871,Helen La Grange,1903,9,3,Malacology: Mollusks [Molluscs].,Date: '7-13-01'. Information from accession book. Verbatim received from agent: Helen La Grange,5
Done,1872,F. S. Harman,1903,9,3,Malacology: Tridacna maculata. Number of species: 1,Information from accession book. Verbatim received from agent: F.S. Harman,1
Done,1873,P. Van Schaack,1903,9,6,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: P. Van Schaack,10
Done,1873.32,William Wirt Calkins,1873,7,15,"Malacology, Paleontology: 240 species of Land and Freshwater shells, species of fossil shells & Trilobites.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: W.W. Calkins",
Done,1874,F. W. Bleike,1903,9,6,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: F.W. Bleike,5
Done,1874.52,William Wirt Calkins,1874,10,1,"Malacology: 14 species of fresh water shells: Unio Sayii, Unio copox[?], Unio subrotundus, Helix spinosa, Helis roemeri, Helix griseola, Melantho ponderosa, Vivipara contectoides, Io spinosa, Unio schoolcraftensis, Goniobasis porrecta, Anculosa tintinnabulum, Trypauostoma ponderosum, Physa ancillaria.","Information from record book citing materials on hand from 1872-1890. Letter listing specimens in Gifts-1874 and copy in Accessions-1874 [A. King]. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: W.W. Calkins",14
Done,1875,E. P. Dorr,1903,9,6,Malacology: Teredo. Number of species: 1,From Ship Onoco. Information from accession book. Verbatim received from agent: Capt. E.P. Dorr,1
Done,1877,James M. Southwick,1903,9,7,Malacology: Mollusks [Molluscs]. Number of species: 15,"Date: '5-1903'. Information from accession book. Verbatim received from agent: James M. Southwick, Curator. Verbatim agency associated with: Museum of Natural History, Roger Williams Park",130
Done,1877.14,William Wirt Calkins,1877,4,4,"Anthropology, Botany, Ornithology, Malacology, Ichthyology: 22 Anthropology objects - 1 bone fragment, 2 ceramic sherds, 19 pieces stone debitage; 80 Botanical specimens - species, 12 Sp. mounted birds, 11 bottles of alchololic sp. shells, crustacea, etc., 8 Species of Shells, 2 sp. of corals, 1 mounted fish (Pin-fish), 1 Hippocampus.  All from Cedar Keys, Florida .","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: W.W. Calkins",115
Done,1877.5,William Wirt Calkins,1877,2,3,"Malacology, Ichthyology, Geology: Box from St. Augustine, Florida, 12 sp. 5 species radiatus, 406 sp. Species day[?] shells, 1 Flying fish, 1 sp. Coquina, 200 alcoholic sp, 25 species .","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: W.W. Calkins",620
