GUID,ACCN,TAXON_NAME,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,COLLECTOR_AGENT_1,COLLECTOR_AGENT_2,PART_LOT_COUNT_1,PART_DISPOSITION_1,Identification 1,Identification 2,Identification 3,Type status (not on Arctos),Reference (not on Arctos),Figured Specimens (not on Arctos)
CHAS:Inv:23814,[CHAS:Mamm]2736,Galba {Galba caperata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Colorado, Boulder County",Boulder,FROM SPECIMEN: Boulder,T. D. A. Cockerell,,2,in collection,,,,,,"Catalog # among those marked 'Reserved for Baker'; original handwritten label. Specimens are in two separate lots in single vial- as found in original vial. I suspect this is because only some fo the specimens in the lot are figured, and these are separ"
CHAS:Inv:23873,[CHAS:Mamm]accession unknown,Galba {Galba caperata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Colorado, Boulder County",Boulder,FROM SPECIMEN: Boulder,unknown,,1,in collection,,,,,,"plate 28, figure 31"
CHAS:Inv:23864,[CHAS:Mamm]accession unknown,Galba {Galba caperata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Colorado, Pueblo County",White Rock,FROM SPECIMEN: White Rock,unknown,,2,in collection,,,,,,"plate 28, figure 23-24"
CHAS:Inv:23869,[CHAS:Mamm]accession unknown,Galba {Galba caperata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County",Lake Calumet,FROM SPECIMEN: Calumet Lake,unknown,,2,in collection,,,,,,"plate 28, figure 28-29"
CHAS:Inv:23870,[CHAS:Mamm]accession unknown,Galba {Galba caperata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, Lake County",Liverpool,FROM SPECIMEN: Liverpool,unknown,,1,in collection,,,,,,"plate 28, figure 30"
CHAS:Inv:23863.2,[CHAS:Mamm]accession unknown,Galba {Galba caperata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Iowa, Polk County",Des Moines,FROM SPECIMEN: DesMoines,O. C. Van Hyning,,3,in collection,,,,,,"plate 28, fgiure 20-22"
CHAS:Inv:23865,[CHAS:Mamm]accession unknown,Galba {Galba caperata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Nebraska, Lincoln County",North Platte,FROM SPECIMEN: North Platte City,Nason Kennicott,,1,in collection,,,,,,"plate 28, figure 25"
CHAS:Inv:24674,[CHAS:Mamm]3068,Galba {Galba caperata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, North Dakota, Barnes County",Valley City,FROM SPECIMEN: Valley City,Charles W. Selden,,24,in collection,,,,,,Sieden
CHAS:Inv:23324,[CHAS:Mamm]accession unknown,Galba cubensis {Galba cubensis orfirans},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"West Indies, Barbados, Lesser Antilles, Barbados",no specific locality recorded,"FROM SPECIMEN: Barbados, WI",Bryant Walker,,3,in collection,,,,,,"plate 27, figure 17-19"
CHAS:Inv:23318,[CHAS:Mamm]accession unknown,Galba cubensis,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"West Indies, Cuba, Provincia La Habana, Greater Antilles, Cuba",Havana,FROM SPECIMEN: Havana,unknown,,2,in collection,,,,,,"plate 27, figure 9-10"
CHAS:Inv:23319,[CHAS:Mamm]2296,Galba cubensis,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"West Indies, Cuba, Provincia La Habana, Greater Antilles, Cuba",Havana,FROM SPECIMEN: Havana,Jose F. Quadras,,1,in collection,,,,,,"plate 27, figure 11"
CHAS:Inv:23320,[CHAS:Mamm]2495,Galba cubensis,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, Mexico, San Luis Potosi",Valles,FROM SPECIMEN: Valles,A. A. Hinkley,,1,in collection,,,,,,"plate 27, figure 12"
CHAS:Inv:23886,[CHAS:Mamm]2495,Galba cubensis,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, Mexico, San Luis Potosi",Valles,FROM SPECIMEN: Valles,A. A. Hinkley,,1,in collection,,,,,,"plate 27, figure 16"
CHAS:Inv:24634,[CHAS:Mamm]2921,Galba cubensis,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, Mexico, San Luis Potosi","Pryal Lake, Valles","FROM SPECIMEN: Pryal Lake, Valles",A. A. Hinkley,,3,in collection,,,,,,"plate 27, figure 13-15"
CHAS:Inv:23123,[CHAS:Mamm]accession unknown,Galba {Galba dalli},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Winnebago County",Rockford,FROM SPECIMEN: Rockford,unknown,,1,in collection,Galba {Galba dalli scalariform},,,,,"plate 30, figure 16"
CHAS:Inv:23307,[CHAS:Mamm]accession unknown,Galba {Galba decampi},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,6,in collection,,,,,,"plate 32, figure 16-21"
CHAS:Inv:23937.2,[CHAS:Mamm]accession unknown,Galba {Galba doddsi},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Colorado, Grand County",Hot Sulfur Springs,FROM SPECIMEN: Hot Sulfur Springs,unknown,,3,in collection,,,,syntype,,"plate 27, figures 5-8"
CHAS:Inv:23937.1,[CHAS:Mamm]accession unknown,Galba {Galba doddsi},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,lectotype,,
CHAS:Inv:23124,[CHAS:Mamm]2085,Galba {Galba dolli},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, Steuben County",Lake James,FROM SPECIMEN: Lake James,unknown,,4,in collection,,,,,,"plae 30, figure 17-18"
CHAS:Inv:23679,[CHAS:Mamm]1294,Galba {Galba emarginata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Cayuga County",Owasco Lake,FROM SPECIMEN: Owasco Lake,unknown,,1,in collection,,,,,,"plater 45, figure 1"
CHAS:Inv:23992,[CHAS:Mamm]accession unknown,Galba {Galba emarginata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Keeweenaw County, Isle Royale National Park",no specific locality recorded,FROM SPECIMEN: Ile Royale,unknown,,3,in collection,,,,,,"plate 43, figure 1-3"
CHAS:Inv:23991,[CHAS:Mamm]accession unknown,Galba {Galba emarginata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,North America,Lake Superior,FROM SPECIMEN: Lake Superior,unknown,,1,in collection,,,,,,"plate 41, figure 18"
CHAS:Inv:24541,[CHAS:Mamm]accession unknown,Galba {Galba ferrguinea},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Washington, Pierce County",Ashford,FROM SPECIMEN: Ashford,unknown,,7,in collection,,,,,,"plate 31, fig. 15-19"
CHAS:Inv:23955,[CHAS:Mamm]accession unknown,Galba modicella,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Alpena County","Alpena, Long Lake","FROM SPECIMEN: Long Lake, Alpena",Nason Kennicott,,3,in collection,Galba {Galba h. modicella},,,,,"plate 29, figure 36-37"
CHAS:Inv:23209,[CHAS:Mamm]accession unknown,Galba {Galba humilis modicella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, Canada, Alberta",Montgomery,FROM SPECIMEN: Montgomery,A. A. Hinkley,,1,in collection,,,,,,"plate 31, figure 4"
CHAS:Inv:23958,[CHAS:Mamm]accession unknown,Galba {Galba humilis modicella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, McHenry County",Silver Lake,FROM SPECIMEN: Silver Lake,Nason Kennicott,,2,in collection,,,,,,"plate 31, figure 2-3"
CHAS:Inv:23956,[CHAS:Mamm]accession unknown,Galba {Galba humilis modicella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, LaPorte County",La Porte,FROM SPECIMEN: La Porte,L. E. Daniels,,1,in collection,,,,,,"plte 31, figure 9"
CHAS:Inv:23954,[CHAS:Mamm]accession unknown,Galba {Galba humilis modicella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Iowa, Polk County",Des Moines,FROM SPECIMEN: DesMoines,O. C. Van Hyning,,1,in collection,,,,,,"plate 29, figure 35"
CHAS:Inv:23152.1,[CHAS:Mamm]accession unknown,Galba {Galba humilis modicella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Macomb County",Clinton River,FROM SPECIMEN: Clinton River,Bryant Walker,,3,in collection,,,,,,"plate 29, figure 33-34"
CHAS:Inv:24542,[CHAS:Mamm]2870,Galba {Galba humilis},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New Jersey, Camden County","north of Woodbury Creek,below Gloucester","FROM SPECIMEN: North of Woodbury Creek, below Glouchester",unknown,,5,in collection,,,,,,"plate 29, figure 28-30"
CHAS:Inv:23260,[CHAS:Mamm]accession unknown,Galba {Galba humilis modicella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New York","Pipe Creek, west falls","FROM SPECIMEN: Pipe Creek, West Falls",unknown,,3,in collection,,,,,,"plate 31, figure 8"
CHAS:Inv:23212,[CHAS:Mamm]accession unknown,Galba {Galba humilis modicella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Ohio, Hamilton County",no specific locality recorded,[transcribed directly into formatted locality fields],unknown,,3,in collection,,,,,,"plate 31, figure 5-7"
CHAS:Inv:24547,[CHAS:Mamm]accession unknown,Galba {Galba neopalustris},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Virginia, Orange County",Orange,FROM SPECIMEN: Orange,Bryant Walker,,1,in collection,Lymnaea neopalustris,,,holotype,"Publication: The Lymnaeidae of North and Middle America, recent and fossil, by Frank Collins Baker (Chicago Academy of Sciences, special publication no. 3), pg. 376-377","plate 39, figure28"
CHAS:Inv:23626.2,[CHAS:Mamm]1339,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, Kosciusko County",Turkey Lake,FROM SPECIMEN: Turkey Lake,unknown,,4,in collection,Galba palustris {Galba palustris blatchleyi},,,syntype,,plate 69 figure 14-18
CHAS:Inv:23343,[CHAS:Mamm]accession unknown,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Ohio",no specific locality recorded,FROM SPECIMEN: Harrleu I,Bryant Walker,,1,in collection,Galba palustris {Galba palustris pseudopalustrus},Lymnaea palustris {Lymnaea palustris pseudopalustris},,cotype,,
CHAS:Inv:23626.1,[CHAS:Mamm]1339,Stagnicola palustris,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Galba palustris {Galba palustris blatchleyi},,,lectotype,,
CHAS:Inv:23107,[CHAS:Mamm]accession unknown,Galba parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"Asia, Philippines, Philippine Islands",no specific locality recorded,FROM SPECIMEN: Phillip Con. Pills Pr.,unknown,,3,in collection,,,,,,"plate 29, figure 14"
CHAS:Inv:23142,[CHAS:Mamm]accession unknown,Fossaria parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, McHenry County","Algonquin, Fox River","FROM SPECIMEN: Fox River, Algonquin",Nason Kennicott,,1,in collection,Galba parva {Galba parva sterkii},,,,,"plate 29, figure 18"
CHAS:Inv:23141,[CHAS:Mamm]accession unknown,Galba parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, McHenry County",Algonquin,FROM SPECIMEN: Algonquin,Nason Kennicott,,1,in collection,,,,,,"plate 29, figure 10-11"
CHAS:Inv:23158,[CHAS:Mamm]accession unknown,Fossaria parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Fulton County",Canton,FROM SPECIMEN: Canton,Nason Kennicott,,1,in collection,Galba parva {Galba parva sterkii},,,,,"plate 29, figure 16-17"
CHAS:Inv:23154,[CHAS:Mamm]accession unknown,Galba parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Chicago, Bowmanville","FROM SPECIMEN: Bowmanville, Chicago",unknown,,18,in collection,,,,,,Hood
CHAS:Inv:23150,[CHAS:Mamm]966,Galba parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, Lake County",Dyer,FROM SPECIMEN: Dyer,unknown,,2,in collection,,,,,,"plate 29, figure 13"
CHAS:Inv:23102,[CHAS:Mamm]accession unknown,Galba parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Iowa, Polk County",Des Moines,FROM SPECIMEN: Des Moines,unknown,,6,in collection,,,,,,"plate 30, figure 9-12"
CHAS:Inv:23109,[CHAS:Mamm]accession unknown,Galba parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Iowa, Polk County",Des Moines,FROM SPECIMEN: Des Moines,unknown,,2,in collection,,,,,,"plate 29, figure 8-9"
CHAS:Inv:23136,[CHAS:Mamm]accession unknown,Galba parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Iowa, Polk County",Des Moines,FROM SPECIMEN: Des Moines,unknown,,3,in collection,,,,,,"plate 29, figure 5-7"
CHAS:Inv:23112,[CHAS:Mamm]accession unknown,Galba parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New Mexico, Valencia County",San Mateo,"FROM SPECIMEN: San Mateo [Sam Howes, 2017: Likely the San Mateo Dam in Valencia County].",unknown,,4,in collection,,,,,,Ashlinum
CHAS:Inv:23106,[CHAS:Mamm]accession unknown,Galba parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Ohio, Stark County",Canton,FROM SPECIMEN: Canton,Nason Kennicott,,2,in collection,,,,,,"plate 29, figure 12"
CHAS:Inv:23162,[CHAS:Mamm]accession unknown,Fossaria parva,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Ohio, Tuscarawas County","New Philadelphia, Blacktown",FROM SPECIMEN: Blacktwon near N. Philadelphia,Victor Sterki,,2,in collection,Galba parva {Galba parva sterkii},,,,,"plate 29, figure 21-22"
CHAS:Inv:23316,[CHAS:Mamm]accession unknown,Galba {Galba petobeyensis},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Emmet County","Petoskey, brook",FROM SPECIMEN: Brook Petaskey,unknown,,3,in collection,,,,,,"plate 26, figure 14-16 "
CHAS:Inv:23988,[CHAS:Mamm]accession unknown,Galba {Galba reflexa},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,"plate 18, figure 10"
CHAS:Inv:23163,[CHAS:Mamm]accession unknown,Galba {Galba sterkii},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Ohio",Gorbun,FROM SPECIMEN: Gorbun,unknown,,2,in collection,,,,,,"plate 29, figure 19-20"
CHAS:Inv:23879,[CHAS:Mamm]2881,Galba {Galba sumassi},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Utah",no specific locality recorded,"FROM SPECIMEN: Galia[?] Canyon [Sam Howes, 2017: Possibly Gila River Canyon].",unknown,,3,in collection,,,,,,plate 41 figure 1.5-1.7
CHAS:Inv:23942,[CHAS:Mamm]2761,Galba {Galba techella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, California, Ventura County",Bardsdale,FROM SPECIMEN: Bardsdale,Stillman S. Berry,,1,in collection,,,,,,"plate 27, fgire 33-35"
CHAS:Inv:23327,[CHAS:Mamm]accession unknown,Galba {Galba techella cockerelli},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, New Mexico",Chaco Canyon,FROM SPECIMEN: Chaco Canyon,G. H. Peppers,,3,in collection,,,,,,"plate 26, figure 5-7"
CHAS:Inv:23323,[CHAS:Mamm]accession unknown,Galba {Galba techella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Texas, Rockwall County",no specific locality recorded,[transcribed directly into formatted locality fields],James H. Ferriss,,1,in collection,,,,,,"plate 30, figure 18"
CHAS:Inv:24631,[CHAS:Mamm]accession unknown,Galba {Galba traskii},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, Canada, Alberta, Banff National Park",Banff,FROM SPECIMEN: Banff,unknown,,2,in collection,,,,,,"plate 39, figure 9-10"
CHAS:Inv:23148,[CHAS:Mamm]1032,Galba {Galba umbilicata},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Maine, Aroostook County",no specific locality recorded,[transcribed directly into formatted locality fields],Olaf Nylander,,5,in collection,,,,,,"plate 30, figure 3-7"
CHAS:Inv:24545,[CHAS:Mamm]accession unknown,Galba sp.,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Colorado, Boulder County",Boulder,FROM SPECIMEN: Boulder,unknown,,4,in collection,,,,,,"plate 58, figure 36-39"
CHAS:Inv:23108,[CHAS:Mamm]accession unknown,Galba sp.,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County",Joliet,[transcribed directly into formatted locality fields],James H. Ferriss,,3,in collection,,,,,,Catalog # among those marked 'Reserved for Baker'; original handwriten label. Specimens have glue residue. Label has figure numbers crossed out on it
CHAS:Inv:23104,[CHAS:Mamm]1274,Galba sp.,Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Will County",Lockport,FROM SPECIMEN: Lockport,Frank Collins Baker,,2,in collection,,,,,,Catalog # among those marked 'Reserved for Baker'; original handwriten label. Specimens have glue residue. Label has figure numbers crossed out on it
CHAS:Inv:23105,[CHAS:Mamm]accession unknown,Galba {Galba humilus modicella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Oakland County",no specific locality recorded,[transcribed directly into formatted locality fields],unknown,,2,in collection,,,,,,"plate 29, figure 31-32"
CHAS:Inv:23947,[CHAS:Mamm]accession unknown,Galba {Galba techella},Freshwater Pond Snail.,[no date recorded],1800,2017-07-01,"North America, United States, California, Ventura County",Baird's Lake,FROM SPECIMEN: Bairds Lake,Harold Hannibal,,2,in collection,,,,,,"plate 28, figure 1-2"
