COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,part_loc_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_REMARKS_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,ATTRIBUTE_5,ATTRIBUTE_VALUE_5,ATTRIBUTE_DETERMINER_5,ATTRIBUTE_DATE_5,ATTRIBUTE_6,ATTRIBUTE_VALUE_6,ATTRIBUTE_DETERMINER_6,ATTRIBUTE_DATE_6,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
1017,ekrimmel,1878.17.15,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from the Heidelberg Schloss Castle.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Germany",Heidelberg,Heidelberg Schloss (Castle),Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 56 mm; width 28 mm.,,,,,,,,,,description,"Anthropology: stone fragment; red-brown sandstone. Label, ""Heidelburg Schlop"".",Sam Howes,2016,materials,"stone, sedimentary, sandstone",Sam Howes,2016,,,,,,,,,,place of use
1018,ekrimmel,1878.17.16,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from the Gap of Dunloe.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Ireland, British Isles",Killarney,Gap of Dunloe,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,2,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: 1. length 41 mm; width 58 mm; 2. length 62 mm; width 53 mm.,,,,,,,,,,description,Anthropology: stone fragment; 1.rectangular gray stone; 2.triangular red-brown stone. From Gap of Duulou (?).,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1019,ekrimmel,1878.17.17,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from the Tower of Pisa.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Italy",Pisa,Tower of Pisa,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 36 mm; width 30 mm.,,,,,culture of origin,unknown,Original value prior to data migration into Arctos: Italian,Sam Howes,2016,description,Anthropology: stone fragment; white with red-brown stripes from the Tower of Pisa.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1020,ekrimmel,1878.17.18,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from Cave Hill.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, United Kingdom",Belfast,Cave Hill,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: diameter 61 mm.,,,,,,,,,,description,"Anthropology: stone fragment; stone with a white ""rind"" that darkens to gray as it goes inward; from Cave Hill.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1021,ekrimmel,1878.17.19,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from Cave Hill.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Ireland, British Isles",Belfast,Cave Hill,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 55 mm; width 49 mm.,,,,,,,,,,description,Anthropology: stone fragment; white/tan stone chunk from Cave Hill.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1004,ekrimmel,1878.17.2,B.147,original identifier,self,[CHAS:Mamm]1878.17,"unidentifiable {Tile, ceramic}",student,Sam Howes,2016-02-16,Ceramic tile from House of Cornelius Rufus (Roman).,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Italy",Pompeii,House of Cornelius Rufus,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 37 mm; width 30 mm.,,,,,culture of origin,"Roman, ancient","Original value prior to data migration into Arctos: Roman, Pompeii",Sam Howes,2016,description,Anthropology: ceramic-tile; orange clay from House of Cornelius Rufus.,Sam Howes,2016,materials,ceramic,Sam Howes,2016,,,,,,,,,Pottery from House of Cornelius Rufus B.147 Pompeii.,place of use
1022,ekrimmel,1878.17.20,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from Cave Hill.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Ireland, British Isles",Belfast,Cave Hill,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,2,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: 1. length 27 mm; width 37 mm. 2. length 27 mm; width 32 mm.,,,,,,,,,,description,"Anthropology: stone fragment; red, pink, and white stone from Cave Hill.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1036,ekrimmel,1878.17.21,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from Rosslyn Chapel.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, United Kingdom, Scotland, British Isles",Rosslyn,Rosslyn Chapel,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 33 mm; width 25 mm.,,,,,,,,,,description,Anthropology: stone fragment; red-brown rectangular stone from Roslyn Chapel.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1024,ekrimmel,1878.17.22,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from Lucerne.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Switzerland",Lucerne,Lucerne Sch???,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 37 mm; width 18 mm.,,,,,,,,,,description,"Anthropology: stone fragment; rounded grey pebble with white stripe. Label ""Lucerne"".",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1023,ekrimmel,1878.17.23,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from the Chester Cathedral.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, United Kingdom, England, British Isles, Britain",Chester,Chester Cathedral,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,2,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: 1. length 45 mm; width 70 mm. 2. length 32 mm; width 68 mm.,,,,,,,,,,description,Anthropology: stone fragment; red-brown stone from Chester Cathedral.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1005,ekrimmel,1878.17.3,B.132,original identifier,self,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from the Temple of Apollo (Roman).,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Italy",Pompeii,"Temple of Apollo, Pompeii",Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 21 mm; width 20 mm.,,,,,culture of origin,"Roman, ancient","Original value prior to data migration into Arctos: Roman, Pompeii",Sam Howes,2016,description,"Anthropology: stone fragment; square white stone with black and brown marks; from Temple of Apollo, Pompeii.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1006,ekrimmel,1878.17.4,B.143,original identifier,self,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from the House of the Faun (Roman).,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Italy",Pompeii,House of the Faun,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 35 mm; width 28 mm.,,,,,culture of origin,"Roman, ancient","Original value prior to data migration into Arctos: Roman, Pompeii",Sam Howes,2016,description,Anthropology: stone fragment-mosaic; white stone chunk with mortar from House of the Faun.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1007,ekrimmel,1878.17.5,B.259,original identifier,self,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from the Thermae Caracalla.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Italy",Rome,Thermae Caracalla,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 9 mm; width 11 mm; depth 30 mm.,,,,,culture of origin,"Roman, ancient",Original value prior to data migration into Arctos: Roman,Sam Howes,2016,description,"Anthropology: stone fragment-mosaic; red, rectangular stone from Thermae Caracalla.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1008,ekrimmel,1878.17.6,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from the Top rock of the Cuillin.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, United Kingdom, Scotland, British Isles",Isle of Skye,Top rock of the Cuillin,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 44 mm; width 38 mm.,,,,,,,,,,description,"Anthropology: stone fragment; brown, craggy stone from Cuillin Hill.",Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1009,ekrimmel,1878.17.7,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from the Top rock Edinburgh Castle.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, United Kingdom, Scotland, British Isles",Edinburgh,Top rock Edinburgh Castle,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 19 mm; width 37 mm.,,,,,culture of origin,unknown,Original value prior to data migration into Arctos: Scottish,Sam Howes,2016,description,Anthropology: stone fragment; small grey stone from Edinburgh Castle.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1010,ekrimmel,1878.17.8,,,,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from the Torc Waterfall Killarney.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Ireland, British Isles",Killarney,Torc Waterfall Killarney,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Fair.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 32 mm; width 23 mm.,,,,,,,,,,description,Anthropology: stone fragment; white stone with a blue stripe; worn smooth. From Tore (?) Waterfall.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1011,ekrimmel,1878.17.9,B.118,original identifier,self,[CHAS:Mamm]1878.17,"unidentifiable {Fragment, stone}",student,Sam Howes,2016-02-16,Stone fragment from Mount Vesuvius.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"Europe, Italy",Pompeii,Mt. Vesuvius,Dawn R. Roberts,2018-01-12,unverified,Elizabeth Emerson Atwater,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Britt McNamara (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-05-23).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 01: B,Dimensions: length 34 mm; width 22 mm.,,,,,,,,,,description,Anthropology: stone fragment-lava; dark gray stone chunk with an irregular shape; from Mt. Vesuvius.,Sam Howes,2016,materials,"stone, igneous",Sam Howes,2016,,,,,,,,,,place of use
1303,ekrimmel,10974,,,,[CHAS:Mamm]1878.2,"unidentifiable {Spade, stone}",legacy,unknown,,Spade.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"North America, United States, Illinois",no specific locality recorded,Illinois,Dawn R. Roberts,2018-01-12,unverified,J. W. Velie,collector,CHAS:EH,DATA HISTORY: Information transcribed from original catalogue book.,,,,,,,object,unchecked,1,missing,,,,,,,,,,,,description,Anthropology: From original catalogue book: Chipped Spade.,Dawn R. Roberts,2018,,,,,,,,,,,,,,place of use
1317,ekrimmel,11524,,,,[CHAS:Mamm]1878.2,unidentifiable {Sinker},legacy,unknown,,Fishing sinker.,"[no date recorded, date range based on accession year]",1800,1879-12-31,"North America, United States, Florida",Caper Romano,"Near Cape Romano, Fla [Florida] Males Island",Dawn R. Roberts,2018-01-12,unverified,J. W. Velie,collector,CHAS:EH,DATA HISTORY: Information transcribed from original catalogue book.,,,,,,,object,unchecked,17,missing,,,,,,,,,,,,description,Anthropology: From original catalogue book: Fishing Sinkers.,Dawn R. Roberts,2018,,,,,,,,,,,,,,place of use
1222,ekrimmel,1886.5.1,,,,[CHAS:Mamm]1886.5,"unidentifiable {Axe head, stone}",student,Sam Howes,2016-02-16,Axe head.,June 1886,1886-06-01,1886-06-30,"North America, United States, Ohio",no specific locality recorded,Ohio,Dawn R. Roberts,2018-01-12,unverified,unknown,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-15).,,,,,,,object,Fair; shape is rough and original details covered in recent writing.,1,in collection,RVWD: 302: Anth Cab 01: K,Dimensions: length 104 mm; width 51 mm; depth 16 mm.,,,,,,,,,,description,Anthropology: stone tool- axe head; dark grey stone with writing etched into both sides recently. Stone is flat and thin and largely rectangular in shape. Inscription on both sides of artifact.,Sam Howes,2016,materials,stone,Sam Howes,2016,,,,,,,,,,place of use
1179,ekrimmel,1961.2.1,93,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Carving, ritual item}",student,Sam Howes,2016-02-16,Ritual item (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good; water marks.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: length 61 mm; width 30 mm; depth 27 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Dawn R. Roberts,2018,description,Anthropology: ritual item; oval sandstone  rock incised with two concentric circles.,Sam Howes,2016,materials,"stone, sedimentary, sandstone",Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1154,ekrimmel,1961.2.10,105,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Debitage, flake, utilized}",student,Sam Howes,2016-02-16,"Debitage, flake (Seminole).","[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good.,1,in collection,RVWD: 302: Anth Cab 02: I,,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,Anthropology: debitage-utilized flake; white chert.,Sam Howes,2016,materials,"stone, chert",Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
1118,ekrimmel,1961.2.11,62,original identifier,self,[CHAS:Mamm]1961.2,"unidentifiable {Ornament, bone fragment}",student,Sam Howes,2016-02-16,Bone ornament (Seminole).,"[no date recorded, date range based on accession year]",1800,1962-12-31,"North America, United States, Florida",no specific locality recorded,[transcribed directly into formatted locality fields],Dawn R. Roberts,2018-01-12,unverified,Edward G. Howe,collector,CHAS:EH,DATA HISTORY: Inventory catalogued/verified by Sylvie Rollason-Cass (2008-2009 Inventory). Record last updated in Excel (prior to Arctos migration) by Britt McNamara (2010-02-16).,,,,,,,object,Good; broken.,1,in collection,RVWD: 302: Anth Cab 02: I,Dimensions: half circumference 100 mm.,,,,,culture of origin,Seminole,Original value prior to data migration into Arctos: Seminole,Sam Howes,2016,description,Anthropology: bone ornament fragment; likely part of a bracelet; has 2 incised lines.,Sam Howes,2016,materials,"organic, bone",Sam Howes,2016,,,,,,,,,"""Indian relics from Florida.""",place of use
