COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,HABITAT,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
32,ekrimmel,2017.10.11542,,,,[CHAS:Mamm]2017.10,Blattodea,legacy,unknown,,Cockroach.,[no date recorded],1800,2018-01-20,"North America, United States, Wisconsin",no specific locality recorded,[transcribed directly into formatted locality fields],Michael Portala,2016-02-17,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2016-02-17).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,age class,juvenile,,unknown,,accepted place of collection
33,ekrimmel,2017.10.11543,,,,[CHAS:Mamm]2017.10,Blattodea,legacy,unknown,,Cockroach.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2016-02-17,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2016-02-17).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
34,ekrimmel,2017.10.11544,,,,[CHAS:Mamm]2017.10,Doru aculeatum,legacy,unknown,,Earwig.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2016-02-17,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2016-02-17).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
35,ekrimmel,1987.5.68,George Hulse-DD11,collector number,self,[CHAS:Mamm]1987.5,Forficula auriculata,legacy,unknown,,Earwig.,Sun Jul 12 1987,1987-07-12,1987-07-12,"North America, United States, Illinois, Cook County","Chicago, Oak Street Beach",FROM SPECIMEN: Oak Street Beach,Michael Portala,2016-02-17,unverified,,,,,George Hulse,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2016-02-17).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
36,ekrimmel,1990.1.24,,,,[CHAS:Mamm]1990.1,Forficula auricularia,legacy,unknown,,Earwig.,Sun Jul 08 1990,1990-07-08,1990-07-08,"North America, United States, Illinois, Cook County","Chicago, Jackson Park",FROM SPECIMEN: Jackson Park,Michael Portala,2016-02-17,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-23). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2016-02-17).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
37,ekrimmel,1905.2222.1,,,,[CHAS:Mamm]2222,Labia minor,legacy,unknown,,Earwig.,Tue Jul 25 1905,1905-07-25,1905-07-25,"North America, United States, Indiana, Porter County",Pine,"FROM SPECIMEN: Pine [Township; inludes Beverly Shores and Town of the Pines, as well as the Eastern portion of the Dunes National Lake Shore]",Michael Portala,2016-02-17,unverified,,,,sandy beach,A. B. Wolcott,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-01-06). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2016-02-17).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,Wolcott,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,Under board lying on sandy beach.,accepted place of collection
38,ekrimmel,1998.2.8,,,,[CHAS:Mamm]1998.2,Dermaptera,legacy,M. A. Brooks,,Earwig.,26 April 1998,1998-04-26,1998-04-26,"North America, United States, Wisconsin, Dane County","Madison, University of Wisconsin Arboretum","FROM SPECIMEN: Wisconsin: Dane Co., Madison, UW Arboretum",Erica Krimmel,2018-01-05,unverified,,,,,Scott J. Wenthe,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Paul Francuch (2016-04-12).",whole organism (pinned),"Fair. All legs appear intact, drawn inward; part of left antenna missing; specimen appears to have moldy spots.",1,in collection,,,,,,,verbatim collector,Scott J. Wenthe,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,In crevice between cement.,accepted place of collection
39,ekrimmel,2017.10.11545,,,,[CHAS:Mamm]2017.10,Dermaptera,legacy,unknown,,Earwig.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2016-02-17,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-11). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2016-02-17).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
40,ekrimmel,2017.10.11546,,,,[CHAS:Mamm]2017.10,Ephemeroptera sp.,legacy,unknown,,Mayfly.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2016-02-19,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2016-02-19).",whole organism (pinned),Poor.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,age class,nymph,,unknown,,accepted place of collection
41,ekrimmel,2017.10.11547,,,,[CHAS:Mamm]2017.10,Ephemeroptera sp.,legacy,unknown,,Mayfly.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Michael Portala,2016-02-19,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Michael Portala (2016-02-19).",whole organism (pinned),Poor.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,age class,nymph,,unknown,,accepted place of collection
42,ekrimmel,17040.2,,,,[CHAS:Mamm]1408,Epicordulia princeps,legacy,unknown,,Dragonfly.,[no date recorded],1800,2018-01-20,"North America, United States, Illinois, Cook County",Riverside,"FROM SPECIMEN: Riverside; FROM ORIGINAL CATALOG BOOK: Riverside, Ill. [Illinois]",Erica Krimmel,2017-05-20,unverified,,,,,W. E. Longley,collector,,,CHAS:Ento,"INTERNAL NOTES: This record (CAS CN 17040) has been divided into two records because of a discrepancy between the information on the specimen and the information in the record book. Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: Matched to catalog book specimen [Erica Krimmel]. DATA HISTORY: Inventory catalogued/verified by Julia Colby (2008-10-23). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,Number of specimens from records: 1 (Original Catalog Book).,,,,,,verbatim collector,W.E. Longley,2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
43,ekrimmel,2017.10.11548,,,,[CHAS:Mamm]2017.10,Reticulitermes hesperus,legacy,unknown,,Termite.,5/24/1879,1879-05-24,1879-05-24,"North America, United States, California",Lake Tahoe,"FROM SPECIMEN: Lake Tahoe, 6465 ft",Erica Krimmel,2017-05-20,unverified,6465,6465,ft,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
44,ekrimmel,2017.10.11549,,,,[CHAS:Mamm]2017.10,Isoptera sp.,legacy,unknown,,Termite.,Sun Apr 16 1905,1905-04-16,1905-04-16,"North America, United States, Indiana, Lake County","Hammond, Hessville",FROM SPECIMEN: Hessville,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,4,in collection,Four specimens on one pin.,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
45,ekrimmel,2017.10.11550,,,,[CHAS:Mamm]2017.10,Isoptera sp.,legacy,unknown,,Termite.,Sun Apr 16 1905,1905-04-16,1905-04-16,"North America, United States, Indiana, Lake County","Hammond, Hessville",FROM SPECIMEN: Hessville,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,4,in collection,Four specimens on one pin.,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
46,ekrimmel,2017.10.11551,,,,[CHAS:Mamm]2017.10,Isoptera sp.,legacy,unknown,,Termite.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
47,ekrimmel,2017.10.11552,,,,[CHAS:Mamm]2017.10,Creobroter urbanis,legacy,unknown,,Mantid.,Wed Dec 18 1991,1991-12-18,1991-12-18,"Asia, Malaysia, Perak, Indonesian Archipelago",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-27). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
48,ekrimmel,1910.3331.1,,,,[CHAS:Mamm]3331,Mantidae sp.,legacy,unknown,,Mantid.,7/18,1800-07-18,2017-07-18,"North America, United States, Arizona, Maricopa County",Phoenix,FROM SPECIMEN: Phonix,Erica Krimmel,2017-05-20,unverified,,,,,Berthold Neubarth,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,verbatim collector,[Probably Bertold Neubarth],2018-01-19,Erica Krimmel,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
49,ekrimmel,2017.10.11553,,,,[CHAS:Mamm]2017.10,Mantidae sp.,legacy,unknown,,Mantid.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,"This is actually a head & prothorax on one pin, and the thorax and abdomen on the other. They may or may not be from the same specimen, but are counted here as one record.",,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
50,ekrimmel,2017.10.11554,,,,[CHAS:Mamm]2017.10,Mantidae sp.,legacy,unknown,,Mantid.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
51,ekrimmel,1987.5.69,George Hulse-MN1,collector number,self,[CHAS:Mamm]1987.5,Mantis religiosa,legacy,unknown,,Mantid.,Tue Sep 01 1987,1987-09-01,1987-09-01,"North America, United States, Illinois, Cook County","Chicago, McInerny Chevy, Schubert and Cicero",FROM SPECIMEN: McInerny Chevy (Schubert and Cicero),Erica Krimmel,2017-05-20,unverified,,,,,George Hulse,collector,,,CHAS:Ento,"INTERNAL NOTES: Matched to accession during Arctos migration process, 2018, based on collector/donor. Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-23). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
52,ekrimmel,2017.10.11555,2,original identifier,self,[CHAS:Mamm]2017.10,Stegmomantis carolina,legacy,unknown,,Mantid.,June 5,1800-06-05,2017-06-05,"North America, United States, Florida, Volusia County",Port Orange,"FROM SPECIMEN: ""P. [ort] Orange""",Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,female,,unknown,,,,,,accepted place of collection
53,ekrimmel,2017.10.11556,,,,[CHAS:Mamm]2017.10,Tenodera ardifolia,legacy,unknown,,Mantid.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-02-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
54,ekrimmel,2017.10.11557,,,,[CHAS:Mamm]2017.10,Mantidae,legacy,unknown,,Mantid.,28 III 1979,1979-03-28,1979-03-28,"Asia, Malaysia, Perak, Indonesian Archipelago",Gopeng,"FROM SPECIMEN: Gopeng, Perak, Malaysia",Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  EXHIBIT AND LOAN HISTORY: L2015.7, Bugs Outside the Box. DATA HISTORY: Inventory catalogued/verified by Erica Krimmel (2015-06-11). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Excellent.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
55,ekrimmel,2017.10.11558,,,,[CHAS:Mamm]2017.10,Mantodea,legacy,unknown,,Mantid.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2008-10-01). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
