COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_UNITS_4,ATTRIBUTE_REMARKS_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,SPECIMEN_EVENT_TYPE
21,ekrimmel,2017.3.14,HIS-202,original identifier,self,[CHAS:Mamm]2017.3,"unidentifiable {microscope-compound, case}",legacy,Erica Krimmel,2017-02-18,September 1951,1951-09-01,1951-09-30,no higher geography recorded,no specific locality recorded,[no locality recorded],Amber King,2012-08-31,unverified,American Optical Company,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Related to HIS-209. Key to case attached to carrying handle with piece of string. Case has to be locked to carry it, no handle outside of key in lock. EXHIBIT AND LOAN HISTORY: Beecher Lab display, October 2001 to 8/31/2012. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by Amber King (2012-08-31).",object,"Case - Good (dirty and some scratches on interior of case on PL side near door); Microscope - Good (some wearing of black finish on PR eyepiece near top, otherwise dusty with some scratches to silver finish on knobs).",1,in collection,Number of Pieces: 16. Dimensions: Case height = 53.4 cm;  Case length = 24.5 cm; Case depth = 29.8 cm; Microscope height = 1.5 cm; Microscope length = 13.2 cm; Microscope depth = 21.6 cm.,verbatim collector,American Optical Company,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. Main case is dark gray, with hinged side door with interior slots along bottom to hold microscope during transport and slot at top that holds separate carrying case.  Main case has attached brown plastic carrying handle on top and door has maker's mark, ""AO[inside shield shape].""  Separate carrying case has hinged lid with slide closure and maker's mark on lid, ""AO[inside shield shape]"" and is lined with purple velvet fabric with indentations for carrying removable parts of the microscope, like the lenses.  The separate carrying case contains 1 American Optical hand-viewing lens with maker's mark ""AO[inside sheild shape]"";  4 pink plastic lens cases, each with a screw-on lid; two steel allen wrench tools in the lid of the box; and two circular white plastic lens cases with screw on lids each containingan extra glass lens and marked, ""Ocular/ Micrometer"" on lids and ""JAPAN"" on bottoms.  Microscope is black black and silver metal with ""U-shaped"" base, two eyepieces, adjustable frame with focusing knobs, four lenses of increasing strength mounted on a circular wheel., and a mirror under viewing plate to use as a light source.  Maker's mark, ""AO[inside shield shape] on body of microscope in two places, under eye pieces and under viewing plate.  Eyepiece mark has ""SPENCER"" under the maker's mark and the mark under the viewing plate has ""SPENCER/ MADE IN U.S.A./ 748"".  Also marked with serial number on curved part of ""U-shaped"" base, ""325887"".",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
22,ekrimmel,2017.3.15,HIS-507,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {transportation crate},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2011-10-27,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Verbatim receiving information: University of Georgia Museum of Natural History. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2011-10-27).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 710 mm; height = 305 mm; depth = 455 mm.,,,,,description,"SCIENTIFIC HISTORY. transportation crate; Large wooden box painted gray.  Air holes have been plugged.  ""This Side Up"" painted on one side.  Wooden top with address labels on it- From: The University of Georgia, Museum of Natural History, Biological Sciences Building, 1000 Cedar st. Athens, Georgia 30602.  Contents-Scientific specimens, No commercial Value, No endangered species.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
23,ekrimmel,2017.3.16,HIS-509,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake photography case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-03-21,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-03-21).,object,Fair. Water stains.,1,in collection,Number of Pieces: 1. Dimensions: length = 356 mm; height = 260 mm; depth = 248 mm.,,,,,description,SCIENTIFIC HISTORY. snake transport case; Wooden box with two sides that are glass and two that have air holes covered in mesh.  Top has a place for a padlock.  Remnants of a white sticker inside box.  Finish has water stains.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
24,ekrimmel,2017.3.17,HIS-510,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake photography case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-03-21,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-03-21).,object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: length = 356 mm; height = 260 mm; depth = 248 mm.,,,,,description,SCIENTIFIC HISTORY. snake transport case; Wooden box with two sides that are glass and two that have air holes covered in mesh.  Dollop of gray paint on the top near a place for a padlock.  Corners are battered.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
25,ekrimmel,2017.3.18,HIS-512,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {collection case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2011-10-27,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2011-10-27).,object,Fair. Smells.,1,in collection,Number of Pieces: 5. Dimensions: length = 455 mm; height = 310 mm; depth = 125 mm.,,,,,description,SCIENTIFIC HISTORY. collection case; Gray crackled wooden case containing four jars.  Jars have white powdery residue (possibly venom) inside and are in cardboard sleeves.  Case can be locked with a key (missing).,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
26,ekrimmel,2017.3.19,HIS-506,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {transportation crate},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2011-10-27,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2011-10-27).,object,Fair. Covered in white residue.,1,in collection,Number of Pieces: 1. Dimensions: length = 710 mm; height = 305 mm; depth = 455 mm.,,,,,description,SCIENTIFIC HISTORY. transportation crate; Large wooden box painted gray with white residue on it.  Two sides have air holes and top is mesh.  Handles on sides.  Inside there are cobwebs and debris.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
27,ekrimmel,2017.3.20,HIS-508,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake photography case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-03-21,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-03-21).,object,Fair. Varnish crackling.,1,in collection,Number of Pieces: 1. Dimensions: length = 356 mm; height = 260 mm; depth = 248 mm.,,,,,description,SCIENTIFIC HISTORY. snake transport case; Wooden box with two sides that are glass and two that have air holes covered in mesh.  Top has a place for a padlock.  Cobwebs inside and box is very dusty.  Varnish on top is crackling.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
28,ekrimmel,2017.3.21,HIS-511,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake photography case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-03-21,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-03-21).,object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: length = 356 mm; height = 260 mm; depth = 248 mm.,,,,,description,"SCIENTIFIC HISTORY. snake transport case; Wooden box with two sides that are glass and two that have air holes covered in mesh.  White residue on top and two screws inside.  Label: Texas Diamondback, Education Collection.  Also has a tag: Keep from Extreme heat and cold. Live Reptiles-Venomous. Do Not Allow to Stand in Sun.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
29,ekrimmel,2017.3.22,HIS-505,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake transport case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2011-10-27,unverified,unknown,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Label 1: ""From Loyola University Department of Biological Sciences; Mr. Edward Komarek, Birdsong Plantation, Thomasville, Georgia"" Label 2: ""LOT shipment prepaid -- Railway Express Agency"". DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2011-10-27).",object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: length = 365 mm; height = 265 mm; depth = 230 mm.,,,,,description,"SCIENTIFIC HISTORY. snake transport case; Rectangular wooden box painted silver.  Two sides have air holes covered in mesh.  Several transportation stickers.  Box sent from Loyola University to Mr. Edward Komarek, Birdsong Plantation, Thomasville, Georgia.  There is a handle on top of the box and a place for a padlock.  Stenciled on the back is: Department of Biology, Loyola University, Chicago 26 Illinois.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
30,ekrimmel,2017.3.23,HIS-498,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake photography case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-03-21,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-03-21).,object,Fair. Dusty.,1,in collection,Number of Pieces: 1. Dimensions: length = 356 mm; height = 260 mm; depth = 248 mm.,,,,,description,SCIENTIFIC HISTORY. snake transport case; Wooden box with two sides that are glass and two that have air holes covered in mesh.  Top has a place for a padlock.  Wood shavings inside.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
31,ekrimmel,2017.3.24,HIS-499,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake photography case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-03-21,unverified,A. H. Revell,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-03-21).,object,Fair. Battered.,1,in collection,Number of Pieces: 1. Dimensions: length = 305 mm; height = 250 mm; depth = 340 mm.,verbatim collector,A.H. Revell & Co.,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. snake transport case; Light wooden box-much scarred-with four glass sides.  Opens with a key on one side.  Marks on top for handle.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
32,ekrimmel,2017.3.25,HIS-500,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake photography case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-03-21,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-03-21).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 356 mm; height = 260 mm; depth = 248 mm.,,,,,description,SCIENTIFIC HISTORY. snake transport case; Wooden box with two sides that are glass and two that have air holes covered in mesh.  Gray stripe painted on top  and there is a place for a padlock.  Note inside box: SW-43  Black and White  C. atrox backing up and striking at Bevan's foot.  Snake put in box. Box demonstrated collecting venom. Venom in dish. demonstration of fangs.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
33,ekrimmel,2017.3.26,HIS-501,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake photography case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-03-21,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-03-21).,object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: length = 356 mm; height = 260 mm; depth = 248 mm.,,,,,description,"SCIENTIFIC HISTORY. snake transport case; Wooden box with two sides that are glass and two that have air holes covered in mesh.  Top has a place for a padlock, but is stuck closed.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
34,ekrimmel,2017.3.27,HIS-502,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake photography case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-03-21,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-03-21).,object,Fair.,1,in collection,Number of Pieces: 1. Dimensions: length = 295 mm; height = 260 mm; depth = 253 mm.,,,,,description,SCIENTIFIC HISTORY. snake transport case; Wooden box with one glass side covered in black fabric and two sides with air holes covered in mesh.  Varnish chipped on edges of box.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
35,ekrimmel,2017.3.28,HIS-503,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {bird feeder},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2011-10-27,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely used for an exhibit at one time. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2011-10-27).,object,Fair. Bug damage on one side.,1,in collection,Number of Pieces: 1. Dimensions: length = 150 mm; height = 135 mm; depth = 120 mm.,,,,,description,SCIENTIFIC HISTORY. bird feeder; Little house made of wood with a hinged roof and two clear plastic sides.  Label: Golden-crowned sparrow.  Wood weathered and has bug damage on one side.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
36,ekrimmel,2017.3.29,HIS-504,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake transport case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2011-10-27,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-15). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2011-10-27).,object,Fair. Paint chipped and battered.,1,in collection,Number of Pieces: 1. Dimensions: length = 368 mm; height = 255 mm; depth = 235 mm.,,,,,description,"SCIENTIFIC HISTORY. snake transport case; Wooden box painted gray with an air hole covered in mesh on two sides.  Paint is badly chipped and box generally battered.  A couple of transportation stickers for Railway Express from Belton, TX are on the box.  Handle on top and a place for a padlock.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
