COLLECTION_OBJECT_ID,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
321,2017.14.2557,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,2,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
322,2017.14.2558,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,2,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
323,2017.14.2559,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,4,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
324,2017.14.2560,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,8,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
325,2017.14.2561,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,2,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
326,2017.14.2562,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,25,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
327,2017.14.2563,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
328,2017.14.2564,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,2,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
329,2017.14.2565,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
330,2017.14.2566,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,15,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory. Described as: Larvae are most probably coleoptera. They do not appear to be dermestid larvae, but there is a large hole in the top of the gel cap, and the larvae may not be the original contents of the capsule.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
331,2017.14.2567,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,8,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory. Described as: Gel cap; number given is an approximation. Contents are cast pupal or laval skins. The capsule is whole, so it would appear that the contents are original.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
332,2017.14.2568,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,"INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. Label: ""Pin the green fly. It seems different Chicago, July 28. The shorter of the 1 small beetles is taken to be a species of Mordellidae, Agust 7 28 Schiller Park."" DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).",whole organism (pinned),Poor.,2,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory. Described as: Gel cap contains 2 specimens, one mordellid & what appears to be a carabid.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
333,2017.14.2569,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,4,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory. Described as: Gel cap contains four specimens; one coccinellidae, one bostrichid (could aslo be a buprestid), and two unidentifid beetles.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
334,2017.14.2570,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,3,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
335,2017.14.2571,,,,[CHAS:Mamm]2017.14,Coleoptera,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-15).,whole organism (pinned),Poor.,15,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
301,2017.14.2676,,,,[CHAS:Mamm]2017.14,Dermestidae,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
302,2017.14.2677,,,,[CHAS:Mamm]2017.14,Dermestidae,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,2,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
305,2017.14.2714,,,,[CHAS:Mamm]2017.14,Mordellidae,legacy,unknown,,Beetle.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,INTERNAL NOTES: Found with Brun specimens but has no Brun number and may or may not be listed in catalog. DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections. Inventory catalogued/verified by Julia Colby (2010-09-14).,whole organism (pinned),Poor.,2,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
104,2017.14.2833,Herbert C. Brun-161 (a),collector number,self,[CHAS:Mamm]2017.14,Insecta,legacy,unknown,,Insect.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
105,2017.14.2834,Herbert C. Brun-89 (a),collector number,self,[CHAS:Mamm]2017.14,Insecta,legacy,unknown,,Insect.,[no date recorded],1800,2018-01-25,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2018-01-25,unverified,unknown,collector,CHAS:Ento,DATA HISTORY: Transcribed from Brun catalog books A and B but unable to match up with specimens physically in CHAS collections.,whole organism (pinned),Poor.,1,discarded,"Assumed to have been discarded, as many Brun specimens were found in extremely poor condition during 2009-2010 inventory.",,,,,sex,not recorded,unknown,2018-01-25,,,,,,accepted place of collection
