COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DATE_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_TYPE
283,ekrimmel,E2017C.939,[CHAS:Mamm]E2017C,Testudines,legacy,unknown,,Turtle eggs.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-10-07,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2017. EXHIBIT AND LOAN HISTORY: L2017.18, PNNM, Education Dept for programs (NOG). DATA HISTORY: Record last updated in Excel by Dawn R. Roberts on 2017-10-07.",,,,,,,,,,egg shell (dry),Fair.,4,on loan,"Originally found 8 eggs together, split into 2 groups of 4 eggs each.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
292,ekrimmel,E2017C.940,[CHAS:Mamm]E2017C,Testudines,legacy,unknown,,Turtle eggs.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-10-07,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2017. EXHIBIT AND LOAN HISTORY: L2017.18, PNNM, Education Dept for programs (NOG). DATA HISTORY: Record last updated in Excel by Dawn R. Roberts on 2017-10-07.",,,,,,,,,,egg shell (dry),Fair. 2017: one egg broken.,4,on loan,"Originally found 8 eggs together, split into 2 groups of 4 eggs each.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
164,ekrimmel,E2017C.941,[CHAS:Mamm]E2017C,Alligator mississippiensis,legacy,unknown,,American Alligator.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-21,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Record last updated in Excel by Dawn R. Roberts on 2017-07-21.",,,,,,,,,,egg shell (dry),unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
280,ekrimmel,E2017C.942,[CHAS:Mamm]E2017C,Testudines,legacy,unknown,,Turtle eggs. Possibly from a box turtle.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-21,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Record last updated in Excel by Dawn R. Roberts on 2017-07-21.",,,,,,,,,,egg shell (dry),Fair.,1,in collection,Egg is oblong in shape.,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
281,ekrimmel,E2017C.943,[CHAS:Mamm]E2017C,Testudines,legacy,unknown,,Turtle eggs.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-21,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Record last updated in Excel by Dawn R. Roberts on 2017-07-21.",,,,,,,,,,egg shell (dry),Fair.,1,in collection,Part lot count is estimate. Eggs are in long box with cotton fill. Need to be pulled out.,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
282,ekrimmel,E2017C.944,[CHAS:Mamm]E2017C,Testudines,legacy,unknown,,Turtle eggs.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-21,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Record last updated in Excel by Dawn R. Roberts on 2017-07-21.",,,,,,,,,,egg shell (dry),Fair.,6,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
185,ekrimmel,E2017C.945,[CHAS:Mamm]E2017C,Elaphe guttata,legacy,unknown,,Corn snake eggs.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-07-21,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Alvin So (2017-01-21). Record last updated in Excel by Dawn R. Roberts on 2017-07-21.",,,,,,,,,,egg shell (dry),Fair. 2017: eggs are open. some are discolored. most are disfigured. need to be cleaned. Number of pieces: 6.,6,in collection,"6 corn snake eggs in a paper box. Some plant matter on the eggs. Original tag in pencil: ""Corn snake eggs(6), Elaphe guttata""",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
198,ekrimmel,E2017C.946,[CHAS:Mamm]E2017C,Lampropeltis triangulum triangulum,legacy,unknown,,Eastern Milk Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-11-29,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: L2017.21, PNNM, Biology Dept for class, 11/30/2017-12/7/2017. DATA HISTORY: Inventoried by Dawn Roberts (2015-03-20). Record last updated in Excel by Dawn R. Roberts on 2017-11-29.",a494dd9d-e2ea-4ee6-8a4b-cf5483f65c1c,UUID,self,,,,,,,whole organism (alcohol),Good.,1,on loan,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
127,ekrimmel,E2017C.947,[CHAS:Mamm]E2017C,Bufo alvarius,legacy,Tom G. Anton,2009,Colorado River Toad.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-06-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). May be de-tagged ""missing"" CA specimens (T. Anton). DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2017-06-01.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
175,ekrimmel,E2017C.948,[CHAS:Mamm]E2017C,Carphophis amoenus,legacy,Tom G. Anton,2009,Worm Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, 4/3/2012 to present. PNNM, Kennicott Case, exhibit, prior to January 2008 to 4/3/2012. DATA HISTORY: Inventoried by Dawn Roberts (2012-04-03). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
225,ekrimmel,E2017C.949,[CHAS:Mamm]E2017C,Chrysemys picta,legacy,Tom G. Anton,2009,Painted Turtle.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-05-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2017-05-18.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
269,ekrimmel,E2017C.950,[CHAS:Mamm]E2017C,Crotalus viridis,legacy,Tom G. Anton,2009,Western Ratsnake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, 4/3/2012 to present. PNNM, Kennicott Case, exhibit, prior to January 2008 to 4/3/2012. DATA HISTORY: Inventoried by Dawn Roberts (2012-04-03). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,9,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
180,ekrimmel,E2017C.951,[CHAS:Mamm]E2017C,Coniophanes sp.,legacy,Tom G. Anton,2009,Black-striped Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-02-26,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2016-02-26.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
181,ekrimmel,E2017C.952,[CHAS:Mamm]E2017C,Diadophis punctatus,legacy,Tom G. Anton,2009,Ring-necked Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-02-26,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). May be de-tagged ""missing"" CA specimens (T. Anton). There are several missing specimens of this species, would need to refer to literature, notes, photos to try to reassociate with data (D. Roberts 3/9/2017). EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2016-02-26.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
191,ekrimmel,E2017C.953,[CHAS:Mamm]E2017C,Heterodon platirhinos,legacy,Tom G. Anton,2009,Eastern Hog-nosed Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). May be de-tagged ""missing"" CA specimens (T. Anton). There are three missing specimens of this species, would need to refer to literature, notes, photos to try to reassociate with data (D. Roberts 3/9/2017). EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
193,ekrimmel,E2017C.954,[CHAS:Mamm]E2017C,Lampropeltis calligaster,legacy,Tom G. Anton,2009,Prairie Kingsnake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,2,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
195,ekrimmel,E2017C.955,[CHAS:Mamm]E2017C,Lampropeltis getula splendida,legacy,Tom G. Anton,2009,Desert Kingsnake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
196,ekrimmel,E2017C.956,[CHAS:Mamm]E2017C,Lampropeltis triangulum syspila,legacy,Tom G. Anton,2009,Red Milksnake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). May be de-tagged ""missing"" CA specimens (T. Anton). There are too many of this species missing to re-associate this specimen with data. (D. Roberts 3/9/2017) EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,2,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
197,ekrimmel,E2017C.957,[CHAS:Mamm]E2017C,Lampropeltis triangulum syspila,legacy,Tom G. Anton,2009,Red Milksnake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). May be de-tagged ""missing"" CA specimens (T. Anton). There are too many of this species missing to re-associate this specimen with data. (D. Roberts 3/9/2017) EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,5,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
199,ekrimmel,E2017C.958,[CHAS:Mamm]E2017C,Masticophis flagellum,legacy,Tom G. Anton,2009,Whip Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,2,on exhibit,,,,,,,,,,,,,,,age class,juvenile,2017-12-06,unknown,,,,,accepted place of collection
202,ekrimmel,E2017C.959,[CHAS:Mamm]E2017C,Nerodia sipedon,legacy,Tom G. Anton,2009,Northern Water Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
203,ekrimmel,E2017C.960,[CHAS:Mamm]E2017C,Opheodrys aestivus,legacy,Tom G. Anton,2009,Rough Green Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
204,ekrimmel,E2017C.961,[CHAS:Mamm]E2017C,Opheodrys vernalis,legacy,Tom G. Anton,2009,Smooth Green Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
207,ekrimmel,E2017C.962,[CHAS:Mamm]E2017C,Rhinocheilus lecontei,legacy,Tom G. Anton,2009,Long-nosed Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
209,ekrimmel,E2017C.963,[CHAS:Mamm]E2017C,Storeria dekayi,legacy,Tom G. Anton,2009,Brown Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). May be de-tagged ""missing"" CA specimens (T. Anton). There are three missing specimens of this species, would need to refer to literature, notes, photos to try to reassociate with data (D. Roberts 3/9/2017). EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
211,ekrimmel,E2017C.964,[CHAS:Mamm]E2017C,Tantilla sp.,legacy,Tom G. Anton,2009,Blackhead Snake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
212,ekrimmel,E2017C.965,[CHAS:Mamm]E2017C,Thamnophis elegans vagrans,legacy,Tom G. Anton,2009,Wandering Gartersnake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
213,ekrimmel,E2017C.966,[CHAS:Mamm]E2017C,Thamnophis ordinoides,legacy,Tom G. Anton,2009,Northwestern Gartersnake.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2014-09-17,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. EXHIBIT AND LOAN HISTORY: PNNM, Beecher Lab display case, prior to January 2008 to present. DATA HISTORY: Inventoried by Tom Anton (2009). Record last updated in Excel by Dawn R. Roberts on 2014-09-17.",,,,,,,,,,whole organism (alcohol),unchecked,1,on exhibit,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
