"ACCN_NUMBER","CRMK"
"959","Information from accession book. Verbatim received from agent: David Block. Origin of material: Arizona."
"960","Information from accession book. Verbatim received from agent: David Block. Origin of material: Brazil."
"1320","Information from accession book. Verbatim received from agent: Andrew Bolter. Origin of material: United States."
"1322","Information from accession book. Verbatim received from agent: Harry Ashton. Origin of material: Chicago."
"1323","Information from accession book. Verbatim received from agent: F.M. Woodruff. Origin of material: United States."
"1324","Information from accession book. Verbatim received from agent: A. Foramen. Origin of material: Finland."
"1325","Information from accession book. Verbatim received from agent: A. Foramen. Origin of material: Finland."
"1326","Information from accession book. Verbatim received from agent: A. Foramen. Origin of material: Finland."
"1327","Information from accession book. Verbatim received from agent: Isaac A. Pool. Origin of material: Maywood, Ills. [Illinois]."
"1330","Information from accession book. Verbatim received from agent: George H. Laflin. Origin of material: Alaska."
"1332","Information from accession book. Correspondence about robe and letters from family re: this robe in Accession file and copy in Deaccessions 1925 [A. King].  Loaned. Approx. 1925 taken back by Gunther. Verbatim received from agent: Charles F. Gunther. Origin of material: About 1925, letter filed: M.G. gave this to the Indian Mus. [Museum] Coll. [Collection] in the East."
"1335","Information from accession book. Verbatim received from agent: Sister Kostka. Origin of material: Minnesota (L. [Lake] Pepin)."
"1336","Information from accession book. Verbatim received from agent: Sister Kostka. Origin of material: Minnesota (L. [Lake] Pepin)."
"1337","Information from accession book.. Verbatim agency associated with: Lincoln Park Com. Commissioners. Origin of material: Lincoln Park."
"1338","Information from accession book. Verbatim received from agent: L.E. Daniels. Origin of material: La Porte, Indiana."
"1339","Information from accession book. Verbatim received from agent: L.E. Daniels. Origin of material: La Porte, Indiana."
"1341","Information from accession book. Verbatim received from agent: Prof. O.S. Westcott. Origin of material: United States."
"1342","Information from accession book. Verbatim received from agent: Prof. O.S. Westcott. Origin of material: United States."
"1343","Information from accession book. Verbatim received from agent: Prof. O.S. Westcott. Origin of material: United States."
"1344","Information from accession book.. Verbatim agency associated with: Sall Mt. Asbestos Co. Origin of material: Santee, Georgia."
"1345","Information from accession book. Verbatim received from agent: Andrew Bolter. Origin of material: United States."
"1346","Information from accession book. Verbatim received from agent: Andrew Bolter. Origin of material: United States."
"1348","Information from accession book.. Verbatim agency associated with: Lincoln Park Com. Commissioners. Origin of material: Lincoln Park."
"1349","Information from accession book.. Verbatim agency associated with: Lincoln Park Com. Commissioners. Origin of material: Lincoln Park."
"1350","Information from accession book. Verbatim received from agent: J.H. Ferriss. Origin of material: Joliet, Illinois."
"1351","Information from accession book. Verbatim received from agent: Rev. A.A. Young. Origin of material: Cook Co., Illinois."
"1366","Information from accession book. Verbatim received from agent: Ms. E.A. Young. Origin of material: Kenilworth, Ills. [Illinois]."
"1367","Information from accession book. Verbatim received from agent: J.H. Handwerk. Origin of material: Joliet, Illinois."
"1370","Information from accession book. Verbatim received from agent: George Scott. Origin of material: California."
"1373","Information from accession book. Verbatim received from agent: T. Jensen. Origin of material: Norway."
"1374","Found on porch in rear of house. Information from accession book. Verbatim received from agent: Miss A. Winter. Origin of material: Chicago."
"1375","Information from accession book. Verbatim received from agent: C.F. Gunther. Origin of material: Philippine Islands."
"1376","Information from accession book. Verbatim received from agent: M.D. Barber. Origin of material: De Kalb, Illinois."
"1400","Information from accession book. Verbatim received from agent: Mrs. Buford Kennedy. Origin of material: Poney, Montana."
"1401","Information from accession book. Verbatim received from agent: Mrs. Buford Kennedy. Origin of material: Cuba."
"1402","Information from accession book. Verbatim received from agent: I.A. McCord. Collected/created by I.A. McCord."
"1403","Information from accession book. Verbatim received from agent: E.F.W. Bersch. Collected/created by E.F.W. Bersch."
"1405","Information from accession book. Verbatim received from agent: Robert Hoefer. Collected/created by Robert Hoefer. Origin of material: Near Lincoln Park."
"1406","Information from accession book. Verbatim received from agent: A.O. Lentheusser. Collected/created by A.O. Lentheusser. Origin of material: Tennessee."
"1407","Information from accession book. Correspondence from 1935 states that we ""purchased"" this specimen but donor never received payment and was asking to verify we had the specimen and thus get payment. He states it was red celestite, 4"" x 8"" with loose cluster crystals. Correspondence is in Accession File and Purchases-1899 [A. King]. Verbatim received from agent: C. W. Yoder. Origin of material: Morrill, Kansas."
"1408","Information from accession book. Verbatim received from agent: W.E. Longley. Collected/created by W.E. Longley. Origin of material: Near Chicago."
"1410","Information from accession book. Verbatim received from agent: T. Jensen. Collected/created by T. Jensen. Origin of material: Chicago."
"1411","Information from accession book. Verbatim received from agent: F.M. Woodruff. Collected/created by F.M. Woodruff. Origin of material: Kankakee River, Kouts, Ind. [Indiana]."
"1412","Origin of material: Near Merom, Wabash River. Associated with CHAS catalog numbers PAL-12256. Information from accession book. Verbatim received from agent: J.P. Ball. Collected/created by J.P. Ball."
"1413","Information from accession book. Verbatim received from agent: Walter Dreuth. Collected/created by Walter Dreuth. Origin of material: Lincoln Park."
