guid,ASSIGNED_BY_AGENT,ASSIGNED_DATE,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE,COLLECTING_METHOD,COLLECTING_SOURCE,VERIFICATIONSTATUS,HABITAT,VERBATIM_DATE,VERBATIM_LOCALITY,COLL_EVENT_REMARKS,BEGAN_DATE,ENDED_DATE,LOCALITY_ID,SPEC_LOCALITY,GEOREFERENCE_PROTOCOL,GEOREFERENCE_SOURCE,HIGHER_GEOG,no_verbatim_coordinates,LOCALITY_REMARKS,MAX_DEPTH,MAX_ERROR_DISTANCE,MAX_ERROR_UNITS,MIN_DEPTH,ORIG_LAT_LONG_UNITS,DATUM,DEC_LAT,DEC_LONG,DEPTH_UNITS,MAXIMUM_ELEVATION,MINIMUM_ELEVATION,ORIG_ELEV_UNITS
CHAS:Inv:25328,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave, gravel; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25329,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25330,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave, gravel; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25331,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25332,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave, gravel; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25333,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25334,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25335.2,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25336,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25337,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave, gravel; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25338,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave, gravel; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25339,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25340,Anna Chinn,2019-03-07,Stratum IV.,collection,,wild caught,unverified,gravel,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2690 ft. N. Foster Ave, gravel; FROM ORIGINAL CATALOG BOOK: 2690 ft. N. Foster Ave. [Chicago, Illinois], Stratum IV, Station XXII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885027,,,,,,,,,,,,,,,,,,
CHAS:Inv:25261,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave, marl; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25262,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25264,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave / VII d; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25265,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25266,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25267,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25270,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25271,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25272,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25277,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25278,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25268,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave, marl; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25269,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave, marl; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25273,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave, marl; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25275,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave, marl; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25276,Anna Chinn,2019-03-07,Stratum VIII.,collection,,wild caught,unverified,marl,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2200 ft. N. Foster Ave, marl; FROM ORIGINAL CATALOG BOOK: 2200 ft. N. Foster Ave. [Chicago, Illinois], Stratum VIII, Station XVI","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10884966,,,,,,,,,,,,,,,,,,
CHAS:Inv:25005,Anna Chinn,2019-03-07,Stratum III.,collection,,wild caught,unverified,peat,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 200 ft. N. Foster Ave, peat; FROM ORIGINAL CATALOG BOOK: 200 ft. S. Foster Ave,. W. side [Chicago, Illinois], Stratum III, Station III","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885035,,,,,,,,,,,,,,,,,,
CHAS:Inv:25010,Anna Chinn,2019-03-07,Stratum III.,collection,,wild caught,unverified,peat,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 200 ft. N. Foster Ave, peat; FROM ORIGINAL CATALOG BOOK: 200 ft. S. Foster Ave,. W. side [Chicago, Illinois], Stratum III, Station III","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885035,,,,,,,,,,,,,,,,,,
CHAS:Inv:25011,Anna Chinn,2019-03-07,Stratum III.,collection,,wild caught,unverified,peat,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 200 ft. N. Foster Ave, peat; FROM ORIGINAL CATALOG BOOK: 200 ft. S. Foster Ave,. W. side [Chicago, Illinois], Stratum III, Station III","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885035,,,,,,,,,,,,,,,,,,
CHAS:Inv:25012,Anna Chinn,2019-03-07,Stratum III.,collection,,wild caught,unverified,peat,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 200 ft. N. Foster Ave, peat; FROM ORIGINAL CATALOG BOOK: 200 ft. S. Foster Ave,. W. side [Chicago, Illinois], Stratum III, Station III","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885035,,,,,,,,,,,,,,,,,,
CHAS:Inv:25014,Anna Chinn,2019-03-07,Stratum III.,collection,,wild caught,unverified,peat,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 200 ft. N. Foster Ave, peat; FROM ORIGINAL CATALOG BOOK: 200 ft. S. Foster Ave,. W. side [Chicago, Illinois], Stratum III, Station III","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885035,,,,,,,,,,,,,,,,,,
CHAS:Inv:25548,Anna Chinn,2019-03-07,Upper part of Stratum XV.,collection,,wild caught,unverified,peat and sand,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 500 ft. S. Devon Ave, upper part of Stratum XV",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1909-10-03,10885006,,,,,,,,,,,,,,,,,,
CHAS:Inv:25279,Anna Chinn,2019-03-07,Stratum XIII.,collection,,wild caught,unverified,peat,"[no date recorded, prior to 1909-10-03]","FROM SPECIMEN: 2345 ft. N. Foster Ave; FROM ORIGINAL CATALOG BOOK: 2345 ft. N. Foster Ave. [Chicago, Illinois], Stratum XIII, Station XVIII","Post-glacial fossils. North Shore channel, from Bowmanville (Foster Ave) north to Evanston and Wilmette. Survey conducted during 1909-1910-1911.; Date constrained by date received per accession records [achinn 7 March 2019].",1800-01-01,1909-10-03,10885303,,,,,,,,,,,,,,,,,,
