"ACCN","ASSOCIATED_SPECIES","ATTRIBUTE_1","ATTRIBUTE_10","ATTRIBUTE_2","ATTRIBUTE_3","ATTRIBUTE_4","ATTRIBUTE_5","ATTRIBUTE_6","ATTRIBUTE_7","ATTRIBUTE_8","ATTRIBUTE_9","ATTRIBUTE_DATE_1","ATTRIBUTE_DATE_10","ATTRIBUTE_DATE_2","ATTRIBUTE_DATE_3","ATTRIBUTE_DATE_4","ATTRIBUTE_DATE_5","ATTRIBUTE_DATE_6","ATTRIBUTE_DATE_7","ATTRIBUTE_DATE_8","ATTRIBUTE_DATE_9","ATTRIBUTE_DETERMINER_1","ATTRIBUTE_DETERMINER_10","ATTRIBUTE_DETERMINER_2","ATTRIBUTE_DETERMINER_3","ATTRIBUTE_DETERMINER_4","ATTRIBUTE_DETERMINER_5","ATTRIBUTE_DETERMINER_6","ATTRIBUTE_DETERMINER_7","ATTRIBUTE_DETERMINER_8","ATTRIBUTE_DETERMINER_9","ATTRIBUTE_DET_METH_1","ATTRIBUTE_DET_METH_10","ATTRIBUTE_DET_METH_2","ATTRIBUTE_DET_METH_3","ATTRIBUTE_DET_METH_4","ATTRIBUTE_DET_METH_5","ATTRIBUTE_DET_METH_6","ATTRIBUTE_DET_METH_7","ATTRIBUTE_DET_METH_8","ATTRIBUTE_DET_METH_9","ATTRIBUTE_REMARKS_1","ATTRIBUTE_REMARKS_10","ATTRIBUTE_REMARKS_2","ATTRIBUTE_REMARKS_3","ATTRIBUTE_REMARKS_4","ATTRIBUTE_REMARKS_5","ATTRIBUTE_REMARKS_6","ATTRIBUTE_REMARKS_7","ATTRIBUTE_REMARKS_8","ATTRIBUTE_REMARKS_9","ATTRIBUTE_UNITS_1","ATTRIBUTE_UNITS_10","ATTRIBUTE_UNITS_2","ATTRIBUTE_UNITS_3","ATTRIBUTE_UNITS_4","ATTRIBUTE_UNITS_5","ATTRIBUTE_UNITS_6","ATTRIBUTE_UNITS_7","ATTRIBUTE_UNITS_8","ATTRIBUTE_UNITS_9","ATTRIBUTE_VALUE_1","ATTRIBUTE_VALUE_10","ATTRIBUTE_VALUE_2","ATTRIBUTE_VALUE_3","ATTRIBUTE_VALUE_4","ATTRIBUTE_VALUE_5","ATTRIBUTE_VALUE_6","ATTRIBUTE_VALUE_7","ATTRIBUTE_VALUE_8","ATTRIBUTE_VALUE_9","BEGAN_DATE","C$LAT","C$LONG","CAT_NUM","COLLECTING_EVENT_ID","COLLECTING_EVENT_NAME","COLLECTING_METHOD","COLLECTING_SOURCE","COLLECTION_ID","COLLECTION_OBJECT_ID","COLLECTOR_AGENT_1","COLLECTOR_AGENT_2","COLLECTOR_AGENT_3","COLLECTOR_AGENT_4","COLLECTOR_AGENT_5","COLLECTOR_AGENT_6","COLLECTOR_AGENT_7","COLLECTOR_AGENT_8","COLLECTOR_ROLE_1","COLLECTOR_ROLE_2","COLLECTOR_ROLE_3","COLLECTOR_ROLE_4","COLLECTOR_ROLE_5","COLLECTOR_ROLE_6","COLLECTOR_ROLE_7","COLLECTOR_ROLE_8","COLL_EVENT_REMARKS","COLL_OBJECT_REMARKS","DATUM","DEC_LAT","DEC_LAT_MIN","DEC_LONG","DEC_LONG_MIN","DEPTH_UNITS","ENDED_DATE","ENTEREDBY","ENTEREDTOBULKDATE","ENTERED_AGENT_ID","EVENT_ASSIGNED_BY_AGENT","EVENT_ASSIGNED_DATE","FLAGS","GEOLOGY_ATTRIBUTE_1","GEOLOGY_ATTRIBUTE_2","GEOLOGY_ATTRIBUTE_3","GEOLOGY_ATTRIBUTE_4","GEOLOGY_ATTRIBUTE_5","GEOLOGY_ATTRIBUTE_6","GEOREFERENCE_PROTOCOL","GEOREFERENCE_SOURCE","GEO_ATT_DETERMINED_DATE_1","GEO_ATT_DETERMINED_DATE_2","GEO_ATT_DETERMINED_DATE_3","GEO_ATT_DETERMINED_DATE_4","GEO_ATT_DETERMINED_DATE_5","GEO_ATT_DETERMINED_DATE_6","GEO_ATT_DETERMINED_METHOD_1","GEO_ATT_DETERMINED_METHOD_2","GEO_ATT_DETERMINED_METHOD_3","GEO_ATT_DETERMINED_METHOD_4","GEO_ATT_DETERMINED_METHOD_5","GEO_ATT_DETERMINED_METHOD_6","GEO_ATT_DETERMINER_1","GEO_ATT_DETERMINER_2","GEO_ATT_DETERMINER_3","GEO_ATT_DETERMINER_4","GEO_ATT_DETERMINER_5","GEO_ATT_DETERMINER_6","GEO_ATT_REMARK_1","GEO_ATT_REMARK_2","GEO_ATT_REMARK_3","GEO_ATT_REMARK_4","GEO_ATT_REMARK_5","GEO_ATT_REMARK_6","GEO_ATT_VALUE_1","GEO_ATT_VALUE_2","GEO_ATT_VALUE_3","GEO_ATT_VALUE_4","GEO_ATT_VALUE_5","GEO_ATT_VALUE_6","GUID_PREFIX","HABITAT","HIGHER_GEOG","IDENTIFICATION_REMARKS","ID_MADE_BY_AGENT","LATDEG","LATDIR","LATMIN","LATSEC","LOADED","LOCALITY_ID","LOCALITY_NAME","LOCALITY_REMARKS","LONGDEG","LONGDIR","LONGMIN","LONGSEC","MADE_DATE","MAXIMUM_ELEVATION","MAX_DEPTH","MAX_ERROR_DISTANCE","MAX_ERROR_UNITS","MINIMUM_ELEVATION","MIN_DEPTH","NATURE_OF_ID","ORIG_ELEV_UNITS","ORIG_LAT_LONG_UNITS","OTHER_ID_NUM_1","OTHER_ID_NUM_2","OTHER_ID_NUM_3","OTHER_ID_NUM_4","OTHER_ID_NUM_5","OTHER_ID_NUM_TYPE_1","OTHER_ID_NUM_TYPE_2","OTHER_ID_NUM_TYPE_3","OTHER_ID_NUM_TYPE_4","OTHER_ID_NUM_TYPE_5","OTHER_ID_REFERENCES_1","OTHER_ID_REFERENCES_2","OTHER_ID_REFERENCES_3","OTHER_ID_REFERENCES_4","OTHER_ID_REFERENCES_5","PART_BARCODE_1","PART_BARCODE_10","PART_BARCODE_11","PART_BARCODE_12","PART_BARCODE_2","PART_BARCODE_3","PART_BARCODE_4","PART_BARCODE_5","PART_BARCODE_6","PART_BARCODE_7","PART_BARCODE_8","PART_BARCODE_9","PART_CONDITION_1","PART_CONDITION_10","PART_CONDITION_11","PART_CONDITION_12","PART_CONDITION_2","PART_CONDITION_3","PART_CONDITION_4","PART_CONDITION_5","PART_CONDITION_6","PART_CONDITION_7","PART_CONDITION_8","PART_CONDITION_9","PART_CONTAINER_LABEL_1","PART_CONTAINER_LABEL_10","PART_CONTAINER_LABEL_11","PART_CONTAINER_LABEL_12","PART_CONTAINER_LABEL_2","PART_CONTAINER_LABEL_3","PART_CONTAINER_LABEL_4","PART_CONTAINER_LABEL_5","PART_CONTAINER_LABEL_6","PART_CONTAINER_LABEL_7","PART_CONTAINER_LABEL_8","PART_CONTAINER_LABEL_9","PART_DISPOSITION_1","PART_DISPOSITION_10","PART_DISPOSITION_11","PART_DISPOSITION_12","PART_DISPOSITION_2","PART_DISPOSITION_3","PART_DISPOSITION_4","PART_DISPOSITION_5","PART_DISPOSITION_6","PART_DISPOSITION_7","PART_DISPOSITION_8","PART_DISPOSITION_9","PART_LOT_COUNT_1","PART_LOT_COUNT_10","PART_LOT_COUNT_11","PART_LOT_COUNT_12","PART_LOT_COUNT_2","PART_LOT_COUNT_3","PART_LOT_COUNT_4","PART_LOT_COUNT_5","PART_LOT_COUNT_6","PART_LOT_COUNT_7","PART_LOT_COUNT_8","PART_LOT_COUNT_9","PART_NAME_1","PART_NAME_10","PART_NAME_11","PART_NAME_12","PART_NAME_2","PART_NAME_3","PART_NAME_4","PART_NAME_5","PART_NAME_6","PART_NAME_7","PART_NAME_8","PART_NAME_9","PART_REMARK_1","PART_REMARK_10","PART_REMARK_11","PART_REMARK_12","PART_REMARK_2","PART_REMARK_3","PART_REMARK_4","PART_REMARK_5","PART_REMARK_6","PART_REMARK_7","PART_REMARK_8","PART_REMARK_9","SPECIMEN_EVENT_REMARK","SPECIMEN_EVENT_TYPE","SPEC_LOCALITY","TAXON_NAME","UTM_EW","UTM_NS","UTM_ZONE","VERBATIM_DATE","VERBATIM_LOCALITY","VERIFICATIONSTATUS","WKT_POLYGON"
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-04-22","","2017-04-22","2017-04-22","2017-04-22","2017-04-22","2017-04-22","2017-04-22","2017-04-22","","Brittany Sowacke","","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","25","","126","18","53","79","heavy","body, light","50%","","2016-05-18","","","2018.1.35","","","window strike","wild caught","114","96441965","Brittany Sowacke","Annamarie Fadorsen","","","","","","","preparator","collector","","","","","","","Weather: sunny, 55 F; Estimated time of death: 9:50 am; Time found: 10:00 am","Pudgy.","","","","","","","2016-05-18","achinn","2018-09-05 15:16:40.931179","21302104","Annamarie Fadorsen","2016-05-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Swamp Sparrow.","Brittany Sowacke","","","","","BULKLOADED RECORD","","","","","","","","2017-04-22","","","","","","","student","","","BS-17","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-04-22","","","","","","","","","","","","","collection","Ravine, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Melospiza georgiana","","","","5/18/2016","PNNM, Ravine","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","verbatim collector","2017-05-10","","2017-05-10","2017-05-10","2017-05-10","2017-05-10","2017-05-10","2017-05-10","2017-05-10","2017-05-10","Kristi Overgaard","","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","13","","126.51","22.48","62.19","58.25","very heavy","none","100%","Olivia","2012-04-20","","","2018.1.36","","","","wild caught","114","96441966","Kristi Overgaard","Chicago Academy of Sciences","","","","","","","preparator","collector","","","","","","","Time found: 7:00 am","Very fatty, skin easily torn.","","","","","","","2012-04-20","achinn","2018-09-05 15:16:40.937639","21302104","Chicago Academy of Sciences","2012-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Lincoln's Sparrow.","Kristi Overgaard","","","","","BULKLOADED RECORD","","","","","","","","2017-05-10","","","","","","","student","","","KO-15","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-05-10","","","","","","","","","","","","","collection","Ravine, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Melospiza lincolnii","","","","4/20/2012","PNNM, Ravine","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","verbatim collector","2017-04-02","","2017-04-02","2017-04-02","2017-04-02","2017-04-02","2017-04-02","2017-04-02","2017-04-02","2017-04-02","Michelle Slater","","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","15","","124","23","45","70","moderate","none","10%","John, security","2015-09-21","","","2018.1.37","","","window strike","wild caught","114","96441967","Michelle Slater","Chicago Academy of Sciences","","","","","","","preparator","collector","","","","","","","Weather: clear; Time found: 7:30 pm","","","","","","","","2015-09-21","achinn","2018-09-05 15:16:40.94398","21302104","Chicago Academy of Sciences","2015-09-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Lincoln's Sparrow. verbatim preparator notes: Noted as field sparrow by collector.","Michelle Slater","","","","","BULKLOADED RECORD","","","","","","","","2017-04-02","","","","","","","student","","","MS-04","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","unchecked","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-04-02","","","","","","","","","","","","","collection","outside of entrance door leading to courtyard right by the flower pot, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Melospiza lincolnii","","","","21 Sep. 2015","PNNM, found outside of entrance door leading to courtyard right by the flower pot","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","verbatim collector","2017-05-31","","2017-05-31","2017-05-31","2017-05-31","2017-05-31","2017-05-31","2017-05-31","2017-05-31","2017-05-31","Kristi Overgaard","","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","Kristi Overgaard","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","15","","130","22","49.74","72.38","light","none","50%","Jamie, Olivia","2016-09-09","","","2018.1.38","","","window strike","wild caught","114","96441968","Kristi Overgaard","Jamie Forberg","","","","","","","preparator","collector","","","","","","","Weather: partly cloudy, 70s F; Time found: 8:45 am","","","","","","","","2016-09-09","achinn","2018-09-05 15:16:40.950335","21302104","Jamie Forberg","2016-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Northern Waterthrush.","Annamarie Fadorsen","","","","","BULKLOADED RECORD","","","","","","","","2017-05-31","","","","","","","student","","","KO-16","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-05-31","","","","","","","","","","","","","collection","site ""1"", Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Parkesia noveboracensis","","","","9 9 2016","PNNM, site ""1""","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-06-01","","2017-06-01","2017-06-01","2017-06-01","2017-06-01","2017-06-01","2017-06-01","2017-06-01","","Endora Roberts","","Endora Roberts","Endora Roberts","Endora Roberts","Endora Roberts","Endora Roberts","Endora Roberts","Endora Roberts","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","27","","133.3","15.1","48.9","76.1","trace","none","30%","","2014-08-01","","","2018.1.39","","","window strike","wild caught","114","96441969","Endora Roberts","Steve Sullivan","","","","","","","preparator","collector","","","","","","","Weather: sunny, 60s F; Time found: 7:00 am","","","","","","","","2014-08-01","achinn","2018-09-05 15:16:40.956744","21302104","Steve Sullivan","2014-08-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","House Sparrow.","Endora Roberts","","","","","BULKLOADED RECORD","","","","","","","","2017-06-01","","","","","","","student","","","ER-05","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","unchecked","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-06-01","","","","","","","","","","","","","collection"," Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Passer domesticus","","","","1 8 2014","PNNM","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-10-25","","2017-10-25","2017-10-25","2017-10-25","2017-10-25","2017-10-25","2017-10-25","2017-10-25","","Zahri Vafaee","","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","Zahri Vafaee","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","56","","225","19","120","165","heavy","none","120%","","1989-04-26","","","2018.1.4","","","","wild caught","114","96441970","Zahri Vafaee","Tom Beckly","Ron Vasile","Matthew Gies","","","","","preparator","collector","collector","collector","","","","","","DOA [dead on arrival]","","","","","","","1989-04-26","achinn","2018-09-05 15:16:40.963078","21302104","Tom Beckly","1989-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Whip-poor-will.","Zahri Vafaee","","","","","BULKLOADED RECORD","","","","","","","","2017-10-25","","","","","","","student","","","ZV-08","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-10-25","","","","","","","","","","","","","collection","street curb at southwest corner of State and Hubbard, Chicago","Caprimulgus vociferus","","","","26 April 1989","Soutwest corner of State and Hubbard, curb of street","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-05-19","","2017-05-19","2017-05-19","2017-05-19","2017-05-19","2017-05-19","2017-05-19","2017-05-19","","Brittany Sowacke","","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","10","","111","22","53","89","light","none","90%","","2005-05-23","","","2018.1.40","","","","wild caught","114","96441971","Brittany Sowacke","S. Wenter","","","","","","","preparator","collector","","","","","","","Estimated time of death: 1:00 pm; Time found: 1:00 pm","","","","","","","","2005-05-23","achinn","2018-09-05 15:16:40.969407","21302104","S. Wenter","2005-05-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Indigo Bunting.","S. Wenter","","","","","BULKLOADED RECORD","","","","","","","","2005-05-23","","","","","","","legacy","","","BS-19","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-05-19","","","","","","","","","","","","","collection","prairie, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Passerina cyanea","","","","5/23/2005","PNNM, prairie","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","","","2017-03-28","","2017-03-28","2017-03-28","2017-03-28","2017-03-28","2017-03-28","2017-03-28","","","Brittany Sowacke","","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","Brittany Sowacke","","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","14","","11.9","2.4","5.9","8","light","body, light","","","2005-05-07","","","2018.1.41","","","window strike","wild caught","114","96441972","Brittany Sowacke","David Van","","","","","","","preparator","collector","","","","","","","","","","","","","","","2005-05-07","achinn","2018-09-05 15:16:40.975746","21302104","David Van","2005-05-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Clay-colored Sparrow.","Brittany Sowacke","","","","","BULKLOADED RECORD","","","","","","","","2017-03-28","","","","","","","student","","","BS-16","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-03-28","","","","","","","","","","","","","collection","Ravine, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Spizella pallida","","","","5/7/2005","Ravine windows 2430 Cannon","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-04-30","","2017-04-30","2017-04-30","2017-04-30","2017-04-30","2017-04-30","2017-04-30","2017-04-30","","Michelle Slater","","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","38","","180","30.95","65.79","87.96","light","none","100%","","2016-06-27","","","2018.1.42","","","","wild caught","114","96441973","Michelle Slater","Seth Harper","","","","","","","preparator","collector","","","","","","","Weather: sunny, hot; Estimated time of death: 10:00 am; Time found: 11:00 am","","","","","","","","2016-06-27","achinn","2018-09-05 15:16:40.982061","21302104","Seth Harper","2016-06-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Red-winged Blackbird.","Seth Harper","","","","","BULKLOADED RECORD","","","","","","","","2016-06-27","","","","","","","expert","","","MS-07","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","unchecked","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-04-30","","","","","","","","","","","","","collection","no specific locality recorded","Agelaius phoeniceus","","","","27 6 16","no verbatim locality recorded","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-06-11","","2017-06-11","2017-06-11","2017-06-11","2017-06-11","2017-06-11","2017-06-11","2017-06-11","","Michelle Slater","","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","140","","220","44.67","80.99","151.52","trace","none","100%","","2003-06-21","","","2018.1.43","","","","wild caught","114","96441974","Michelle Slater","unknown","","","","","","","preparator","collector","","","","","","","","A rufous color morph was hanging very close by, apparently waiting for the grey screech to awaken.","","","","","","","2003-06-21","achinn","2018-09-05 15:16:40.988487","21302104","unknown","2003-09-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Eastern Screech-Owl.","Michelle Slater","","","","","BULKLOADED RECORD","","","","","","","","2017-06-11","","","","","","","student","","","MS-09","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-06-11","","","","","","","","","","","","","collection","beneath glass door of River Mental Health Center, 5801 N Pulaski, North Park Village )","Megascops asio","","","","early summer of '03","found beneath glass door of Mental health Bulding in North Park Village (5801N Pulaski)","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-06-01","","2017-06-01","2017-06-01","2017-06-01","2017-06-01","2017-06-01","2017-06-01","2017-06-01","","Annamarie Fadorsen","","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","Annamarie Fadorsen","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","26","","138.94","21.74","49.23","73.19","trace","none","100%","","2014-08-01","","","2018.1.44","","","window strike","wild caught","114","96441975","Annamarie Fadorsen","Steve Sullivan","","","","","","","preparator","collector","","","","","","","Weather: sunny, 60s F; Time found: 7:00 am","","","","","","","","2014-08-01","achinn","2018-09-05 15:16:40.994867","21302104","Steve Sullivan","2014-08-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","House Sparrow.","Endora Roberts","","","","","BULKLOADED RECORD","","","","","","","","2017-06-01","","","","","","","student","","","AF-18b","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Excellent.","","","","","","","","","","","","","","","","","","","","","","","","in collection","","","","","","","","","","","","1","","","","","","","","","","","","skin, study","","","","","","","","","","","","date prepared: 2017-06-01","","","","","","","","","","","","","collection"," Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Passer domesticus","","","","1/8/2014","PNNM","unverified",""
"[CHAS:Mamm]2018.1","","weight","","total length","tarsus length","tail length","wing chord","fat deposition","molt condition","skull ossification","","2017-06-25","","2017-06-25","2017-06-25","2017-06-25","2017-06-25","2017-06-25","2017-06-25","2017-06-25","","Michelle Slater","","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","Michelle Slater","","","","","","","","","","","","","","","","","","","","","","g","","mm","mm","mm","mm","","","","","36.5","","250","28.08","129.64","134.18","light","none","80%","","2012-05-30","","","2018.1.45","","","","wild caught","114","96441976","Michelle Slater","Seth Harper","","","","","","","preparator","collector","","","","","","","Weather: hot, dry; Estimated time of death: 2012-05-28; Time found: 11:00 am","","","","","","","","2012-05-30","achinn","2018-09-05 15:16:41.001187","21302104","Seth Harper","2012-05-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHAS:Bird","","North America, United States, Illinois, Cook County","Yellow-billed Cuckoo.","Seth Harper","","","","","BULKLOADED RECORD","","","","","","","","2012-05-30","","","","","","","expert","","","MS-10","","","","","preparator number","","","","","","","","","","","","","","","","","","","","","","Good.","","","","Good.","","","","","","","","","","","","","","","","","","","","in collection","","","","in collection","","","","","","","","1","","","","1","","","","","","","","body parts (dry)","","","","skull","","","","","","","","date prepared: 2017-06-25; 2 wings, tail, 2 legs","","","","","","","","","","","","","collection","recycled paper Greeting Terrace, Peggy Notebaert Nature Museum, 2430 North Cannon Drive, Chicago","Coccyzus americanus","","","","30 5 2012","PNNM, recycled paper Greeting Terrace (marked on map)","unverified",""
