MEDIA_LABEL_1,MEDIA_LABEL_2,MEDIA_LABEL_3,MEDIA_LABEL_VALUE_1,MEDIA_LABEL_VALUE_2,MEDIA_LABEL_VALUE_3,MEDIA_LICENSE,MEDIA_URI,MEDIA_TYPE,MIME_TYPE,PREVIEW_URI
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_166-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_166-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_166-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_167-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_167-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_167-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_167-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_167-5.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_169-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_169-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_169-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_169-4.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_173-1.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_173-2.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_173-3.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_173-4.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_173-5.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_173-6.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_173-7.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_173-8.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_174-1.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_174-2.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_174-3.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_174-4.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_174-5.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_174-6.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_174-7.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_174-8.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_175-1.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_175-2.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_175-3.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_175-4.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_175-5.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_175-6.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_175-7.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_175-8.dng,image,image/dng,
made date,subject,description,2014-04-19,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_177-1.dng,image,image/dng,
made date,subject,description,2014-04-19,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_177-2.dng,image,image/dng,
made date,subject,description,2014-04-19,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_177-3.dng,image,image/dng,
made date,subject,description,2014-04-19,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_177-4.dng,image,image/dng,
made date,subject,description,2014-04-19,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_177-5.dng,image,image/dng,
made date,subject,description,2014-04-19,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_177-6.dng,image,image/dng,
made date,subject,description,2014-04-19,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_177-7.dng,image,image/dng,
made date,subject,description,2014-04-19,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_177-8.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_178-1.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_178-2.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_178-3.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_178-4.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_178-5.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_178-6.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_178-7.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_178-8.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_179-1.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_179-2.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_179-3.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_179-4.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_179-5.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_179-6.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_179-7.dng,image,image/dng,
made date,subject,description,2014-04-05,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_179-8.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_180-1.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_180-2.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_180-3.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_180-4.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_180-5.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_180-6.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_180-7.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_180-8.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_181-1.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_181-2.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_181-3.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_181-4.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_181-5.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_181-6.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_182-1.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_182-2.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_182-3.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_182-4.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_182-5.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_182-6.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_182-7.dng,image,image/dng,
made date,subject,description,2014-04-09,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_182-8.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_183-1.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_183-2.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_183-3.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_183-4.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_183-5.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_183-6.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_183-7.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_184-1.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_184-2.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_184-3.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_184-4.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_184-5.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_184-6.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_184-7.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_184-8.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_185-1.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_185-2.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_185-3.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_185-4.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_186-1.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_186-2.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_186-3.dng,image,image/dng,
made date,subject,description,2014-06-28,mammal,"View of study skin, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_186-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of specimen, entire.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_187-1.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, dorsal.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_187-2.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, ventral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_187-3.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,View of mandible.,CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_187-4.dng,image,image/dng,
made date,subject,description,2014-01-16,mammal,"View of cranium, lateral.",CC BY-NC-SA,http://web.corral.tacc.utexas.edu/CAS/20161121/chas_mamm_187-5.dng,image,image/dng,
